bank_account,claim_date,claim_id,claim_location,insurer_address,insurer_email,insurer_id,insurer_license_plate,insurer_name,insurer_phone_number,repair_shop,type_of_claim,third_party_license_plate,fraud,bank_account_used_to_connect_claims,betweenness_centrality,claim_location_used_to_connect_claims,closeness_centrality,component_size,connections_info,degree_centrality,insurer_address_used_to_connect_claims,insurer_email_used_to_connect_claims,insurer_license_plate_used_to_connect_claims,insurer_phone_number_used_to_connect_claims,repair_shop_used_to_connect_claims,third_party_license_plate_used_to_connect_claims,unique_bank_accounts_in_component,unique_claim_locations_in_component,unique_insurer_addresss_in_component,unique_insurer_emails_in_component,unique_insurer_license_plates_in_component,unique_insurer_phone_numbers_in_component,unique_repair_shops_in_component,unique_third_party_license_plates_in_component
ES73593231,2024-07-22,21c54feb,Zone_34,26 Avenida Central,insured_152@mail.com,2ac0c844,PA7291,Insured_152,600335293,repair_12,injury,JD4259,1,14,0.02005831259454448,9,0.5054945054945055,47,"[{""connected_to"": ""dbfb58bf"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""b08e7bfd"", ""via"": ""repair_shop"", ""value"": ""repair_12""}, {""connected_to"": ""48734acd"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""ab824ba6"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""a25a1ebb"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""b9d5e6dc"", ""via"": ""bank_account"", ""value"": ""ES73593231""}, {""connected_to"": ""51ef5249"", ""via"": ""insurer_license_plate"", ""value"": ""PA7291""}, {""connected_to"": ""5257a996"", ""via"": ""repair_shop"", ""value"": ""repair_12""}, {""connected_to"": ""4cdc9102"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""c6eb903b"", ""via"": ""insurer_address"", ""value"": ""26 Avenida Central""}]",0.21739130434782608,12,1,3,12,13,0,18,36,29,46,44,15,27,25
ES54532647,2024-07-22,63429b74,Zone_40,25 Avenida Central,insured_39@mail.com,f5f74412,KE8952,Insured_39,600768374,repair_34,injury,DJ5026,1,14,0.014311785905988804,9,0.45098039215686275,47,"[{""connected_to"": ""b40777f6"", ""via"": ""claim_location"", ""value"": ""Zone_40""}, {""connected_to"": ""dbfb58bf"", ""via"": ""bank_account"", ""value"": ""ES54532647""}, {""connected_to"": ""a4b96898"", ""via"": ""bank_account"", ""value"": ""ES54532647""}, {""connected_to"": ""7634221b"", ""via"": ""bank_account"", ""value"": ""ES54532647""}, {""connected_to"": ""7efe7072"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""5d452b93"", ""via"": ""insurer_phone_number"", ""value"": 600768374}]",0.13043478260869565,12,1,3,12,13,0,18,36,29,46,44,15,27,25
ES71007570,2024-07-22,1704ee21,Zone_70,22 Avenida Central,insured_150@mail.com,4503da1b,BI8536,Insured_150,600621704,repair_9,injury,,0,14,0.008245916724177595,9,0.4339622641509434,47,"[{""connected_to"": ""4f111138"", ""via"": ""bank_account"", ""value"": ""ES71007570""}, {""connected_to"": ""b9d5e6dc"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""2db8cd46"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""7634221b"", ""via"": ""insurer_email"", ""value"": ""insured_150@mail.com""}, {""connected_to"": ""c9504603"", ""via"": ""insurer_phone_number"", ""value"": 600621704}]",0.10869565217391304,12,1,3,12,13,0,18,36,29,46,44,15,27,25
ES31320114,2024-07-22,cd2da2b4,Zone_5,13 Avenida Central,insured_134@mail.com,3841f4bd,NA1705,Insured_134,600446081,repair_0,injury,,1,14,0.010824741549379228,9,0.45098039215686275,47,"[{""connected_to"": ""90a7e45b"", ""via"": ""bank_account"", ""value"": ""ES31320114""}, {""connected_to"": ""a2cef4f7"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""a4b96898"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""9849c843"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""1b005a35"", ""via"": ""repair_shop"", ""value"": ""repair_0""}, {""connected_to"": ""f28e3ec7"", ""via"": ""insurer_phone_number"", ""value"": 600446081}]",0.13043478260869565,12,1,3,12,13,0,18,36,29,46,44,15,27,25
ES38273233,2024-07-22,f4a75ecd,Zone_47,35 Avenida Central,insured_49@mail.com,52400fe1,AB3511,Insured_49,600596153,repair_8,collision,MP1391,1,14,0.00263668430335097,9,0.4144144144144144,47,"[{""connected_to"": ""1028b1e7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""4c287ede"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""51ef5249"", ""via"": ""bank_account"", ""value"": ""ES38273233""}, {""connected_to"": ""07e13cb7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}]",0.08695652173913043,12,1,3,12,13,0,18,36,29,46,44,15,27,25
ES42901579,2024-07-22,efc3d4b7,Zone_0,40 Avenida Central,insured_54@mail.com,29cbe77c,FB6190,Insured_54,600664650,repair_17,injury,FM2440,1,14,0.007962300715923904,9,0.4380952380952381,47,"[{""connected_to"": ""a2cef4f7"", ""via"": ""bank_account"", ""value"": ""ES42901579""}, {""connected_to"": ""d8033cc3"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""1b005a35"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""71d88f8f"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""4cdc9102"", ""via"": ""insurer_address"", ""value"": ""40 Avenida Central""}]",0.13043478260869565,12,1,3,12,13,0,18,36,29,46,44,15,27,25
ES87084490,2024-07-22,c6eb903b,Zone_18,26 Avenida Central,insured_188@mail.com,ef9c5998,CB9128,Insured_188,600432795,repair_2,collision,,1,14,0.014835902154742736,9,0.4423076923076923,47,"[{""connected_to"": ""3dbeee40"", ""via"": ""repair_shop"", ""value"": ""repair_2""}, {""connected_to"": ""b08e7bfd"", ""via"": ""insurer_phone_number"", ""value"": 600432795}, {""connected_to"": ""dbb83833"", ""via"": ""bank_account"", ""value"": ""ES87084490""}, {""connected_to"": ""a25a1ebb"", ""via"": ""bank_account"", ""value"": ""ES87084490""}, {""connected_to"": ""fc2f929f"", ""via"": ""bank_account"", ""value"": ""ES87084490""}, {""connected_to"": ""2db8cd46"", ""via"": ""bank_account"", ""value"": ""ES87084490""}, {""connected_to"": ""deb6383f"", ""via"": ""insurer_phone_number"", ""value"": 600432795}, {""connected_to"": ""21c54feb"", ""via"": ""insurer_address"", ""value"": ""26 Avenida Central""}]",0.17391304347826086,12,1,3,12,13,0,18,36,29,46,44,15,27,25
ES14234477,2024-07-24,a022bc0f,Zone_14,19 Avenida Central,insured_129@mail.com,6bc0e06d,GG3930,Insured_129,600379103,repair_35,injury,,1,14,0.024716438870000388,9,0.47474747474747475,48,"[{""connected_to"": ""a2cef4f7"", ""via"": ""repair_shop"", ""value"": ""repair_35""}, {""connected_to"": ""fc2f929f"", ""via"": ""insurer_phone_number"", ""value"": 600379103}, {""connected_to"": ""4cb83c72"", ""via"": ""bank_account"", ""value"": ""ES14234477""}, {""connected_to"": ""f28e3ec7"", ""via"": ""insurer_address"", ""value"": ""19 Avenida Central""}, {""connected_to"": ""c9504603"", ""via"": ""bank_account"", ""value"": ""ES14234477""}, {""connected_to"": ""0146fadf"", ""via"": ""insurer_phone_number"", ""value"": 600379103}, {""connected_to"": ""71d88f8f"", ""via"": ""insurer_address"", ""value"": ""19 Avenida Central""}]",0.14893617021276595,12,1,3,12,14,0,18,37,29,47,45,15,27,25
ES42901579,2024-07-25,fb3640e4,Zone_52,33 Avenida Central,insured_66@mail.com,b8da2501,HP3064,Insured_66,600664650,repair_6,collision,AK8026,1,16,0.024911549658772552,13,0.5132743362831859,59,"[{""connected_to"": ""a2cef4f7"", ""via"": ""bank_account"", ""value"": ""ES42901579""}, {""connected_to"": ""d8033cc3"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""9849c843"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""1b005a35"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""c9504603"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""71d88f8f"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""7c2166f9"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""2fdaa093"", ""via"": ""claim_location"", ""value"": ""Zone_52""}, {""connected_to"": ""efc3d4b7"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""42bf7d42"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""608a6c32"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""ea9d7eb4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}]",0.22413793103448276,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES29088754,2024-07-25,1b344808,Zone_15,20 Avenida Central,insured_110@mail.com,6844938f,JB5324,Insured_110,600481783,repair_34,injury,,1,16,0.005510672865482303,13,0.43609022556390975,59,"[{""connected_to"": ""c06aa294"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""1028b1e7"", ""via"": ""insurer_address"", ""value"": ""20 Avenida Central""}, {""connected_to"": ""11c352f3"", ""via"": ""insurer_phone_number"", ""value"": 600481783}, {""connected_to"": ""07e13cb7"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""63429b74"", ""via"": ""repair_shop"", ""value"": ""repair_34""}, {""connected_to"": ""35c1dbd1"", ""via"": ""bank_account"", ""value"": ""ES29088754""}]",0.10344827586206896,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES67781085,2024-07-25,f949707f,Zone_66,29 Avenida Central,insured_187@mail.com,30dd5dfb,MH3801,Insured_187,600997261,repair_12,collision,,1,16,0.020378424158983575,13,0.48739495798319327,59,"[{""connected_to"": ""b40777f6"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""b08e7bfd"", ""via"": ""repair_shop"", ""value"": ""repair_12""}, {""connected_to"": ""dbb83833"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""fc2f929f"", ""via"": ""insurer_license_plate"", ""value"": ""MH3801""}, {""connected_to"": ""7634221b"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""1b005a35"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""5d452b93"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""5257a996"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""4cdc9102"", ""via"": ""repair_shop"", ""value"": ""repair_12""}, {""connected_to"": ""21c54feb"", ""via"": ""repair_shop"", ""value"": ""repair_12""}, {""connected_to"": ""608a6c32"", ""via"": ""claim_location"", ""value"": ""Zone_66""}]",0.1896551724137931,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES67429369,2024-07-25,42bf7d42,Zone_77,33 Avenida Central,insured_114@mail.com,c2e68d2e,ID5184,Insured_114,600596153,repair_6,injury,FI3620,1,16,0.018085081321780147,13,0.5043478260869565,59,"[{""connected_to"": ""b08e7bfd"", ""via"": ""bank_account"", ""value"": ""ES67429369""}, {""connected_to"": ""1028b1e7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""4c287ede"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""9849c843"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""c9504603"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""7c2166f9"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}, {""connected_to"": ""07e13cb7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""f4a75ecd"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""fb3640e4"", ""via"": ""insurer_address"", ""value"": ""33 Avenida Central""}]",0.15517241379310345,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES38273233,2024-07-25,e039d1f7,Zone_79,40 Avenida Central,insured_9@mail.com,03fb96c2,PP9950,Insured_9,600809302,repair_24,injury,AG4643,1,16,0.015293904265826974,13,0.47540983606557374,59,"[{""connected_to"": ""4cb83c72"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""5adc9a25"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""51ef5249"", ""via"": ""bank_account"", ""value"": ""ES38273233""}, {""connected_to"": ""7c2166f9"", ""via"": ""claim_location"", ""value"": ""Zone_79""}, {""connected_to"": ""4cdc9102"", ""via"": ""insurer_address"", ""value"": ""40 Avenida Central""}, {""connected_to"": ""2fdaa093"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""f4a75ecd"", ""via"": ""bank_account"", ""value"": ""ES38273233""}, {""connected_to"": ""efc3d4b7"", ""via"": ""insurer_address"", ""value"": ""40 Avenida Central""}]",0.13793103448275862,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES94588658,2024-07-25,f76a94f8,Zone_23,37 Avenida Central,insured_167@mail.com,6ac0aa7d,GF1259,Insured_167,600446081,repair_17,collision,HO5662,1,16,0.0041266629688749895,13,0.44274809160305345,59,"[{""connected_to"": ""a2cef4f7"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""a4b96898"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""9849c843"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""f28e3ec7"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""cd2da2b4"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""efc3d4b7"", ""via"": ""repair_shop"", ""value"": ""repair_17""}, {""connected_to"": ""ea9d7eb4"", ""via"": ""bank_account"", ""value"": ""ES94588658""}]",0.12068965517241378,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES71007570,2024-07-25,608a6c32,Zone_66,30 Avenida Central,insured_40@mail.com,bc33946a,IL5920,Insured_40,600664650,repair_28,injury,IF9938,1,16,0.03462039583270051,13,0.5132743362831859,59,"[{""connected_to"": ""4f111138"", ""via"": ""bank_account"", ""value"": ""ES71007570""}, {""connected_to"": ""d8033cc3"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""dbb83833"", ""via"": ""repair_shop"", ""value"": ""repair_28""}, {""connected_to"": ""1b005a35"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""5257a996"", ""via"": ""insurer_address"", ""value"": ""30 Avenida Central""}, {""connected_to"": ""0146fadf"", ""via"": ""repair_shop"", ""value"": ""repair_28""}, {""connected_to"": ""71d88f8f"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""1704ee21"", ""via"": ""bank_account"", ""value"": ""ES71007570""}, {""connected_to"": ""efc3d4b7"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""fb3640e4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""f949707f"", ""via"": ""claim_location"", ""value"": ""Zone_66""}, {""connected_to"": ""ea9d7eb4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}]",0.22413793103448276,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES29088754,2024-07-25,35c1dbd1,Zone_69,6 Avenida Central,insured_36@mail.com,63354012,EE7852,Insured_36,600621704,repair_30,injury,HE1438,1,16,0.022272726423988136,13,0.5132743362831859,59,"[{""connected_to"": ""c06aa294"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""b40777f6"", ""via"": ""repair_shop"", ""value"": ""repair_30""}, {""connected_to"": ""b9d5e6dc"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""fc2f929f"", ""via"": ""repair_shop"", ""value"": ""repair_30""}, {""connected_to"": ""2db8cd46"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""c9504603"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""07e13cb7"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""1704ee21"", ""via"": ""insurer_phone_number"", ""value"": 600621704}, {""connected_to"": ""1b344808"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""ea9d7eb4"", ""via"": ""insurer_license_plate"", ""value"": ""EE7852""}]",0.1724137931034483,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES54795355,2024-07-25,d387f17a,Zone_18,24 Avenida Central,insured_28@mail.com,93d52728,BP2925,Insured_28,600904155,repair_18,collision,CH9463,1,16,0.01923545520116349,13,0.48739495798319327,59,"[{""connected_to"": ""90a7e45b"", ""via"": ""insurer_phone_number"", ""value"": 600904155}, {""connected_to"": ""3dbeee40"", ""via"": ""insurer_phone_number"", ""value"": 600904155}, {""connected_to"": ""c06aa294"", ""via"": ""insurer_phone_number"", ""value"": 600904155}, {""connected_to"": ""ab824ba6"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""deb6383f"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""709da1d8"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""2fdaa093"", ""via"": ""insurer_address"", ""value"": ""24 Avenida Central""}, {""connected_to"": ""c6eb903b"", ""via"": ""claim_location"", ""value"": ""Zone_18""}, {""connected_to"": ""bf3e5d6f"", ""via"": ""bank_account"", ""value"": ""ES54795355""}]",0.15517241379310345,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES94588658,2024-07-25,ea9d7eb4,Zone_22,17 Avenida Central,insured_93@mail.com,ef08dd0f,EE7852,Insured_93,600664650,repair_16,collision,EI7604,1,16,0.01907082452684876,13,0.5087719298245614,59,"[{""connected_to"": ""d8033cc3"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""2db8cd46"", ""via"": ""repair_shop"", ""value"": ""repair_16""}, {""connected_to"": ""1b005a35"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""5d452b93"", ""via"": ""insurer_address"", ""value"": ""17 Avenida Central""}, {""connected_to"": ""71d88f8f"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""efc3d4b7"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""fb3640e4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""f76a94f8"", ""via"": ""bank_account"", ""value"": ""ES94588658""}, {""connected_to"": ""608a6c32"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""35c1dbd1"", ""via"": ""insurer_license_plate"", ""value"": ""EE7852""}]",0.1896551724137931,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES54795355,2024-07-25,bf3e5d6f,Zone_37,22 Avenida Central,insured_157@mail.com,c1a7b5ac,KE8952,Insured_157,600768374,repair_11,collision,LM1492,1,16,0.019955993370359602,13,0.49572649572649574,59,"[{""connected_to"": ""ab824ba6"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""4c287ede"", ""via"": ""repair_shop"", ""value"": ""repair_11""}, {""connected_to"": ""7efe7072"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""5d452b93"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""deb6383f"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""709da1d8"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""63429b74"", ""via"": ""insurer_license_plate"", ""value"": ""KE8952""}, {""connected_to"": ""1704ee21"", ""via"": ""insurer_address"", ""value"": ""22 Avenida Central""}, {""connected_to"": ""d387f17a"", ""via"": ""bank_account"", ""value"": ""ES54795355""}]",0.15517241379310345,17,1,6,13,18,0,19,44,32,58,53,15,30,34
ES54795355,2024-07-26,5b0e5acd,Zone_78,11 Avenida Central,insured_28@mail.com,93d52728,HM9735,Insured_28,600826184,repair_29,collision,,1,16,0.01218933176953485,17,0.5,67,"[{""connected_to"": ""4f111138"", ""via"": ""insurer_phone_number"", ""value"": 600826184}, {""connected_to"": ""a4b96898"", ""via"": ""claim_location"", ""value"": ""Zone_78""}, {""connected_to"": ""ab824ba6"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""b9d5e6dc"", ""via"": ""claim_location"", ""value"": ""Zone_78""}, {""connected_to"": ""deb6383f"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""7c2166f9"", ""via"": ""insurer_phone_number"", ""value"": 600826184}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_address"", ""value"": ""11 Avenida Central""}, {""connected_to"": ""d387f17a"", ""via"": ""insurer_email"", ""value"": ""insured_28@mail.com""}, {""connected_to"": ""bf3e5d6f"", ""via"": ""bank_account"", ""value"": ""ES54795355""}, {""connected_to"": ""baa5ea2a"", ""via"": ""insurer_phone_number"", ""value"": 600826184}]",0.15151515151515152,20,2,9,13,20,1,19,46,33,65,58,15,33,39
ES51016557,2024-07-26,baa5ea2a,Zone_70,18 Avenida Central,insured_161@mail.com,62e18a4f,FL2839,Insured_161,600826184,repair_20,collision,FB6190,0,16,0.00874848900661324,17,0.45517241379310347,67,"[{""connected_to"": ""90a7e45b"", ""via"": ""insurer_address"", ""value"": ""18 Avenida Central""}, {""connected_to"": ""4f111138"", ""via"": ""insurer_phone_number"", ""value"": 600826184}, {""connected_to"": ""4c287ede"", ""via"": ""insurer_address"", ""value"": ""18 Avenida Central""}, {""connected_to"": ""7c9666a8"", ""via"": ""insurer_address"", ""value"": ""18 Avenida Central""}, {""connected_to"": ""7efe7072"", ""via"": ""bank_account"", ""value"": ""ES51016557""}, {""connected_to"": ""7c2166f9"", ""via"": ""insurer_phone_number"", ""value"": 600826184}, {""connected_to"": ""1704ee21"", ""via"": ""claim_location"", ""value"": ""Zone_70""}, {""connected_to"": ""5b0e5acd"", ""via"": ""insurer_phone_number"", ""value"": 600826184}]",0.12121212121212122,20,2,9,13,20,1,19,46,33,65,58,15,33,39
ES38273233,2024-07-26,b205b267,Zone_23,30 Avenida Central,insured_55@mail.com,11867662,KF7403,Insured_55,600809302,repair_11,collision,GH9194,0,16,0.024924236562505416,17,0.5409836065573771,67,"[{""connected_to"": ""4c287ede"", ""via"": ""repair_shop"", ""value"": ""repair_11""}, {""connected_to"": ""4cb83c72"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""5adc9a25"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""51ef5249"", ""via"": ""bank_account"", ""value"": ""ES38273233""}, {""connected_to"": ""5d452b93"", ""via"": ""insurer_license_plate"", ""value"": ""KF7403""}, {""connected_to"": ""5257a996"", ""via"": ""insurer_address"", ""value"": ""30 Avenida Central""}, {""connected_to"": ""2fdaa093"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""f4a75ecd"", ""via"": ""bank_account"", ""value"": ""ES38273233""}, {""connected_to"": ""e039d1f7"", ""via"": ""insurer_phone_number"", ""value"": 600809302}, {""connected_to"": ""f76a94f8"", ""via"": ""claim_location"", ""value"": ""Zone_23""}, {""connected_to"": ""608a6c32"", ""via"": ""insurer_address"", ""value"": ""30 Avenida Central""}, {""connected_to"": ""bf3e5d6f"", ""via"": ""repair_shop"", ""value"": ""repair_11""}, {""connected_to"": ""91c88928"", ""via"": ""insurer_phone_number"", ""value"": 600809302}]",0.19696969696969696,20,2,9,13,20,1,19,46,33,65,58,15,33,39
ES29088754,2024-07-26,e73b8797,Zone_10,40 Avenida Central,insured_31@mail.com,049f4676,EA5293,Insured_31,600904155,repair_14,collision,CF3049,1,16,0.015796998518371574,17,0.528,67,"[{""connected_to"": ""90a7e45b"", ""via"": ""insurer_phone_number"", ""value"": 600904155}, {""connected_to"": ""3dbeee40"", ""via"": ""insurer_phone_number"", ""value"": 600904155}, {""connected_to"": ""c06aa294"", ""via"": ""insurer_phone_number"", ""value"": 600904155}, {""connected_to"": ""51ef5249"", ""via"": ""third_party_license_plate"", ""value"": ""CF3049""}, {""connected_to"": ""5d452b93"", ""via"": ""repair_shop"", ""value"": ""repair_14""}, {""connected_to"": ""4cdc9102"", ""via"": ""insurer_address"", ""value"": ""40 Avenida Central""}, {""connected_to"": ""07e13cb7"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""efc3d4b7"", ""via"": ""insurer_address"", ""value"": ""40 Avenida Central""}, {""connected_to"": ""1b344808"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""e039d1f7"", ""via"": ""insurer_address"", ""value"": ""40 Avenida Central""}, {""connected_to"": ""35c1dbd1"", ""via"": ""bank_account"", ""value"": ""ES29088754""}, {""connected_to"": ""d387f17a"", ""via"": ""insurer_phone_number"", ""value"": 600904155}]",0.18181818181818182,20,2,9,13,20,1,19,46,33,65,58,15,33,39
ES31320114,2024-07-26,e4b967fc,Zone_5,25 Avenida Central,insured_117@mail.com,c8508d5f,MI6914,Insured_117,600432795,repair_3,collision,NB7185,1,16,0.011293970590556356,17,0.46808510638297873,67,"[{""connected_to"": ""90a7e45b"", ""via"": ""bank_account"", ""value"": ""ES31320114""}, {""connected_to"": ""b08e7bfd"", ""via"": ""insurer_phone_number"", ""value"": 600432795}, {""connected_to"": ""deb6383f"", ""via"": ""insurer_phone_number"", ""value"": 600432795}, {""connected_to"": ""7c2166f9"", ""via"": ""insurer_license_plate"", ""value"": ""MI6914""}, {""connected_to"": ""63429b74"", ""via"": ""insurer_address"", ""value"": ""25 Avenida Central""}, {""connected_to"": ""cd2da2b4"", ""via"": ""bank_account"", ""value"": ""ES31320114""}, {""connected_to"": ""c6eb903b"", ""via"": ""insurer_phone_number"", ""value"": 600432795}, {""connected_to"": ""91c88928"", ""via"": ""claim_location"", ""value"": ""Zone_5""}]",0.12121212121212122,20,2,9,13,20,1,19,46,33,65,58,15,33,39
