claim_id,claim_date,insurer_license_plate,insurer_phone_number,insurer_email,insurer_address,repair_shop,bank_account,claim_location,third_party_license_plate,is_fraud
20000866,2024-01-10,PLT107002,+34600002417,user2247@ex.com,STREET_1294,SHOP_673,ES761000001114,LOC_532,TP_6691,0
20000865,2024-01-10,PLT107582,+34600003377,user2159@ex.com,STREET_2399,SHOP_423,ES761000000904,LOC_143,TP_3843,0
20000868,2024-01-10,PLT101309,+34600001393,user3180@ex.com,STREET_2529,SHOP_803,ES761000002477,LOC_934,TP_2750,0
20000864,2024-01-10,PLT102081,+34600003896,user368@ex.com,STREET_1511,SHOP_122,ES761000003793,LOC_115,TP_6348,0
20000858,2024-01-10,PLT107528,+34600003005,user1538@ex.com,STREET_2291,SHOP_751,ES761000000740,LOC_65,TP_3929,1
20000859,2024-01-10,PLT107247,+34600001484,user2960@ex.com,STREET_1932,SHOP_232,ES761000002686,LOC_62,TP_6334,0
20000860,2024-01-10,PLT104308,+34600003744,user2638@ex.com,STREET_2896,SHOP_412,ES761000000827,LOC_1144,TP_5191,0
20000857,2024-01-10,PLT102851,+34600003096,user2823@ex.com,STREET_1505,SHOP_431,ES761000001526,LOC_439,TP_1501,0
20000862,2024-01-10,PLT101166,+34600002550,user2089@ex.com,STREET_892,SHOP_3,ES761000003878,LOC_579,TP_912,0
20000863,2024-01-10,PLT100086,+34600002600,user1489@ex.com,STREET_2993,SHOP_40,ES761000002398,LOC_538,TP_468,0
20000861,2024-01-10,PLT107491,+34600003119,user4745@ex.com,STREET_128,SHOP_690,ES761000002520,LOC_1121,TP_7727,0
20000975,2024-01-11,PLT102886,+34600003039,user2033@ex.com,STREET_1,SHOP_147,ES761000000989,LOC_1122,TP_5632,0
20000982,2024-01-11,PLT101545,+34600003867,user3100@ex.com,STREET_1973,SHOP_887,ES761000000823,LOC_9,TP_7547,0
20000981,2024-01-11,PLT104257,+34600001018,user1140@ex.com,STREET_2462,SHOP_15,ES761000002056,LOC_539,TP_5263,0
20000980,2024-01-11,PLT105224,+34600002263,user2901@ex.com,STREET_2301,SHOP_963,ES761000002362,LOC_628,TP_2677,1
20000979,2024-01-11,PLT107815,+34600000016,user1478@ex.com,STREET_720,SHOP_331,ES761000001057,LOC_1167,TP_5310,0
20000978,2024-01-11,PLT102431,+34600003578,user4331@ex.com,STREET_2843,SHOP_636,ES761000002438,LOC_635,TP_6528,1
20000977,2024-01-11,PLT106440,+34600002035,user2167@ex.com,STREET_420,SHOP_205,ES761000001708,LOC_1184,TP_6253,0
20000976,2024-01-11,PLT104990,+34600002787,user838@ex.com,STREET_1083,SHOP_466,ES761000002506,LOC_198,TP_6879,0
20000974,2024-01-11,PLT103879,+34600003971,user3220@ex.com,STREET_2762,SHOP_333,ES761000000651,LOC_1155,TP_419,0
20000963,2024-01-11,PLT107095,+34600000809,user658@ex.com,STREET_459,SHOP_31,ES761000000317,LOC_342,TP_716,0
20000972,2024-01-11,PLT107247,+34600002184,user3783@ex.com,STREET_1371,SHOP_651,ES761000002897,LOC_661,TP_5918,0
20000971,2024-01-11,PLT100960,+34600002210,user3275@ex.com,STREET_690,SHOP_519,ES761000000856,LOC_992,TP_4659,0
20000970,2024-01-11,PLT101435,+34600001969,user1082@ex.com,STREET_562,SHOP_367,ES761000003544,LOC_1123,TP_4874,0
20000969,2024-01-11,PLT100090,+34600001676,user4459@ex.com,STREET_54,SHOP_422,ES761000002145,LOC_850,TP_7229,0
20000968,2024-01-11,PLT103269,+34600003341,user4882@ex.com,STREET_2483,SHOP_862,ES761000000586,LOC_0,TP_4230,0
20000967,2024-01-11,PLT105835,+34600001118,user915@ex.com,STREET_87,SHOP_754,ES761000001417,LOC_798,TP_2999,0
20000966,2024-01-11,PLT102545,+34600000717,user1349@ex.com,STREET_1928,SHOP_169,ES761000000739,LOC_911,TP_757,0
20000965,2024-01-11,PLT100773,+34600000470,user1283@ex.com,STREET_703,SHOP_139,ES761000003925,LOC_1150,TP_5188,1
20000983,2024-01-11,PLT102071,+34600001248,user2378@ex.com,STREET_39,SHOP_157,ES761000002383,LOC_933,TP_3922,0
20000973,2024-01-11,PLT102286,+34600000814,user3345@ex.com,STREET_832,SHOP_748,ES761000000943,LOC_460,TP_916,0
20000984,2024-01-11,PLT101400,+34600001309,user3069@ex.com,STREET_122,SHOP_341,ES761000000305,LOC_235,TP_6973,0
20001004,2024-01-11,PLT105799,+34600000309,user2659@ex.com,STREET_441,SHOP_684,ES761000003402,LOC_294,TP_5408,0
20000986,2024-01-11,PLT101812,+34600001792,user700@ex.com,STREET_1458,SHOP_276,ES761000001898,LOC_456,TP_7884,0
20001006,2024-01-11,PLT104322,+34600001381,user4637@ex.com,STREET_444,SHOP_945,ES761000003456,LOC_473,TP_4858,0
20001005,2024-01-11,PLT107180,+34600000501,user2963@ex.com,STREET_158,SHOP_64,ES761000001815,LOC_419,TP_5176,1
20000962,2024-01-11,PLT106213,+34600003644,user2349@ex.com,STREET_1244,SHOP_669,ES761000001812,LOC_529,TP_3831,0
20001003,2024-01-11,PLT107748,+34600000533,user2918@ex.com,STREET_117,SHOP_584,ES761000001927,LOC_336,TP_437,0
20001002,2024-01-11,PLT104184,+34600000249,user3158@ex.com,STREET_459,SHOP_878,ES761000001480,LOC_313,TP_4276,0
20001001,2024-01-11,PLT100944,+34600001586,user587@ex.com,STREET_1212,SHOP_114,ES761000000808,LOC_353,TP_361,0
20001000,2024-01-11,PLT107180,+34600003316,user4334@ex.com,STREET_904,SHOP_688,ES761000001204,LOC_391,TP_5411,0
20000999,2024-01-11,PLT102935,+34600001923,user4846@ex.com,STREET_1434,SHOP_966,ES761000003843,LOC_992,TP_3485,0
20000998,2024-01-11,PLT103177,+34600001531,user604@ex.com,STREET_2971,SHOP_543,ES761000000636,LOC_631,TP_3384,0
20000985,2024-01-11,PLT101261,+34600002634,user4540@ex.com,STREET_1247,SHOP_979,ES761000001019,LOC_1181,TP_531,0
20000997,2024-01-11,PLT104755,+34600002946,user4585@ex.com,STREET_897,SHOP_245,ES761000000384,LOC_1057,TP_7564,0
20000995,2024-01-11,PLT106937,+34600001556,user14@ex.com,STREET_675,SHOP_147,ES761000000738,LOC_559,TP_858,0
20000994,2024-01-11,PLT104225,+34600003172,user3866@ex.com,STREET_2475,SHOP_992,ES761000000423,LOC_118,TP_520,0
20000993,2024-01-11,PLT102851,+34600000092,user2157@ex.com,STREET_1818,SHOP_230,ES761000000992,LOC_1157,TP_6776,0
20000992,2024-01-11,PLT103071,+34600003639,user948@ex.com,STREET_2379,SHOP_930,ES761000001716,LOC_1037,TP_1386,0
20000991,2024-01-11,PLT100529,+34600002695,user136@ex.com,STREET_2632,SHOP_321,ES761000002045,LOC_829,TP_289,0
20000990,2024-01-11,PLT104193,+34600000668,user2039@ex.com,STREET_2909,SHOP_96,ES761000002101,LOC_454,TP_6700,0
20000989,2024-01-11,PLT101439,+34600002943,user2781@ex.com,STREET_1018,SHOP_729,ES761000000852,LOC_338,TP_676,0
20000988,2024-01-11,PLT101772,+34600003314,user3073@ex.com,STREET_2758,SHOP_839,ES761000002893,LOC_323,TP_5907,0
20000987,2024-01-11,PLT101146,+34600000161,user482@ex.com,STREET_425,SHOP_705,ES761000000246,LOC_1010,TP_472,0
20000996,2024-01-11,PLT100092,+34600001947,user3033@ex.com,STREET_1413,SHOP_81,ES761000000464,LOC_469,TP_1581,0
20000961,2024-01-11,PLT106793,+34600003856,user2274@ex.com,STREET_744,SHOP_36,ES761000000685,LOC_884,TP_2862,0
20000964,2024-01-11,PLT100192,+34600001857,user4962@ex.com,STREET_168,SHOP_322,ES761000000653,LOC_347,TP_6799,0
20000959,2024-01-11,PLT106301,+34600001362,user581@ex.com,STREET_1779,SHOP_794,ES761000003722,LOC_58,TP_876,0
20000935,2024-01-11,PLT104779,+34600001048,user3736@ex.com,STREET_2535,SHOP_320,ES761000000500,LOC_179,TP_7265,0
20000934,2024-01-11,PLT101416,+34600003381,user645@ex.com,STREET_1637,SHOP_279,ES761000000959,LOC_983,TP_4276,0
20000933,2024-01-11,PLT102784,+34600002426,user1349@ex.com,STREET_1542,SHOP_452,ES761000002288,LOC_570,TP_3583,0
20000932,2024-01-11,PLT100092,+34600003973,user1759@ex.com,STREET_969,SHOP_739,ES761000001744,LOC_915,TP_6619,1
20000931,2024-01-11,PLT103281,+34600000243,user2985@ex.com,STREET_1541,SHOP_648,ES761000002205,LOC_477,TP_4584,0
20000930,2024-01-11,PLT103581,+34600002533,user2562@ex.com,STREET_537,SHOP_305,ES761000000761,LOC_245,TP_5770,0
20000929,2024-01-11,PLT105391,+34600001147,user764@ex.com,STREET_617,SHOP_308,ES761000003736,LOC_1,TP_4030,1
20000928,2024-01-11,PLT105028,+34600003561,user3509@ex.com,STREET_800,SHOP_155,ES761000001252,LOC_665,TP_177,0
20000926,2024-01-11,PLT102578,+34600001801,user2403@ex.com,STREET_2481,SHOP_886,ES761000000771,LOC_333,TP_141,0
20000936,2024-01-11,PLT104910,+34600001948,user4401@ex.com,STREET_1750,SHOP_767,ES761000001173,LOC_241,TP_2844,0
20000925,2024-01-11,PLT102508,+34600001253,user3020@ex.com,STREET_2757,SHOP_694,ES761000000246,LOC_1018,TP_350,0
20000923,2024-01-11,PLT103477,+34600002726,user859@ex.com,STREET_1606,SHOP_283,ES761000003606,LOC_234,TP_943,0
20000922,2024-01-11,PLT100618,+34600002253,user4165@ex.com,STREET_723,SHOP_582,ES761000000762,LOC_192,TP_1017,0
20000921,2024-01-11,PLT105641,+34600000575,user1325@ex.com,STREET_1891,SHOP_964,ES761000000973,LOC_45,TP_1842,0
20000920,2024-01-11,PLT100322,+34600002132,user3984@ex.com,STREET_1517,SHOP_184,ES761000000168,LOC_888,TP_4941,0
20000919,2024-01-11,PLT101020,+34600001999,user4687@ex.com,STREET_1699,SHOP_308,ES761000000132,LOC_493,TP_4111,0
20000918,2024-01-11,PLT100428,+34600001480,user1436@ex.com,STREET_470,SHOP_144,ES761000003505,LOC_325,TP_5075,0
20000917,2024-01-11,PLT100998,+34600002570,user4192@ex.com,STREET_1318,SHOP_75,ES761000003486,LOC_1145,TP_1280,0
20000916,2024-01-11,PLT102124,+34600003817,user3844@ex.com,STREET_880,SHOP_387,ES761000003681,LOC_636,TP_2747,0
20000960,2024-01-11,PLT106585,+34600003303,user35@ex.com,STREET_2558,SHOP_317,ES761000000734,LOC_822,TP_6001,0
20000924,2024-01-11,PLT104430,+34600001436,user1022@ex.com,STREET_539,SHOP_772,ES761000002162,LOC_780,TP_5817,1
20000937,2024-01-11,PLT100448,+34600001573,user2987@ex.com,STREET_2532,SHOP_73,ES761000003207,LOC_40,TP_6922,0
20000927,2024-01-11,PLT101012,+34600003158,user1211@ex.com,STREET_40,SHOP_596,ES761000002900,LOC_587,TP_6286,0
20000939,2024-01-11,PLT105996,+34600002771,user3900@ex.com,STREET_102,SHOP_412,ES761000000748,LOC_753,TP_5908,0
20000938,2024-01-11,PLT100556,+34600000589,user2667@ex.com,STREET_649,SHOP_503,ES761000000499,LOC_93,TP_2064,0
20000957,2024-01-11,PLT104792,+34600003794,user3143@ex.com,STREET_2204,SHOP_552,ES761000000737,LOC_552,TP_4324,0
20000956,2024-01-11,PLT107837,+34600000502,user4991@ex.com,STREET_157,SHOP_796,ES761000003986,LOC_77,TP_4042,0
20000955,2024-01-11,PLT101178,+34600001641,user1817@ex.com,STREET_1506,SHOP_174,ES761000002980,LOC_502,TP_6864,0
20000954,2024-01-11,PLT106783,+34600002133,user874@ex.com,STREET_1594,SHOP_406,ES761000003127,LOC_257,TP_3052,0
20000953,2024-01-11,PLT105830,+34600003459,user2760@ex.com,STREET_1053,SHOP_139,ES761000001805,LOC_828,TP_7272,0
20000952,2024-01-11,PLT100783,+34600001738,user3761@ex.com,STREET_1875,SHOP_991,ES761000000246,LOC_583,TP_1557,0
20000951,2024-01-11,PLT103693,+34600000965,user4334@ex.com,STREET_56,SHOP_561,ES761000001966,LOC_868,TP_6253,1
20000950,2024-01-11,PLT107689,+34600003120,user697@ex.com,STREET_176,SHOP_3,ES761000000681,LOC_750,TP_71,0
20000949,2024-01-11,PLT101812,+34600001599,user4611@ex.com,STREET_2824,SHOP_580,ES761000001035,LOC_709,TP_4326,1
20000958,2024-01-11,PLT106710,+34600003739,user4294@ex.com,STREET_1914,SHOP_924,ES761000000499,LOC_675,TP_6083,0
20000940,2024-01-11,PLT106267,+34600001551,user4013@ex.com,STREET_1269,SHOP_431,ES761000001518,LOC_1026,TP_7097,0
20000947,2024-01-11,PLT103745,+34600003851,user2261@ex.com,STREET_1872,SHOP_720,ES761000000148,LOC_732,TP_5433,0
20000946,2024-01-11,PLT105798,+34600003730,user3226@ex.com,STREET_2968,SHOP_698,ES761000001508,LOC_1170,TP_4053,0
20000945,2024-01-11,PLT104987,+34600001380,user1755@ex.com,STREET_2157,SHOP_258,ES761000000476,LOC_1115,TP_1027,0
20000944,2024-01-11,PLT105214,+34600001759,user2691@ex.com,STREET_323,SHOP_886,ES761000002735,LOC_80,TP_4113,0
20000943,2024-01-11,PLT105237,+34600000919,user3447@ex.com,STREET_1563,SHOP_276,ES761000001796,LOC_764,TP_3108,1
20000942,2024-01-11,PLT103403,+34600001696,user3061@ex.com,STREET_1199,SHOP_596,ES761000003290,LOC_543,TP_7626,1
20000941,2024-01-11,PLT107037,+34600002169,user4594@ex.com,STREET_2359,SHOP_831,ES761000001237,LOC_579,TP_7660,0
20000948,2024-01-11,PLT106478,+34600003324,user1916@ex.com,STREET_1810,SHOP_157,ES761000001125,LOC_594,TP_1947,0
20001067,2024-01-12,PLT103183,+34600002345,user4690@ex.com,STREET_1660,SHOP_711,ES761000000201,LOC_698,TP_7077,0
20001068,2024-01-12,PLT106783,+34600003416,user3463@ex.com,STREET_2738,SHOP_424,ES761000003571,LOC_939,TP_6152,0
20001069,2024-01-12,PLT104245,+34600000815,user3949@ex.com,STREET_2424,SHOP_712,ES761000002836,LOC_27,TP_7067,1
20001074,2024-01-12,PLT100314,+34600002392,user1565@ex.com,STREET_2104,SHOP_900,ES761000001069,LOC_1172,TP_6188,0
20001071,2024-01-12,PLT105200,+34600003002,user4649@ex.com,STREET_1784,SHOP_405,ES761000000821,LOC_724,TP_7007,0
20001072,2024-01-12,PLT102071,+34600003841,user353@ex.com,STREET_680,SHOP_832,ES761000000952,LOC_960,TP_6580,0
20001066,2024-01-12,PLT107624,+34600001711,user3886@ex.com,STREET_2002,SHOP_509,ES761000000048,LOC_616,TP_7646,0
20001073,2024-01-12,PLT101781,+34600001715,user4092@ex.com,STREET_474,SHOP_33,ES761000001044,LOC_549,TP_7549,0
20001070,2024-01-12,PLT107582,+34600003149,user2605@ex.com,STREET_2500,SHOP_895,ES761000003323,LOC_1168,TP_2882,0
20001065,2024-01-12,PLT101436,+34600003998,user1483@ex.com,STREET_1687,SHOP_111,ES761000002199,LOC_397,TP_12,0
20001061,2024-01-12,PLT100425,+34600002008,user2550@ex.com,STREET_2699,SHOP_368,ES761000001396,LOC_835,TP_7213,0
20001064,2024-01-12,PLT107707,+34600001787,user1825@ex.com,STREET_1143,SHOP_422,ES761000002698,LOC_478,TP_111,0
20001063,2024-01-12,PLT107247,+34600002226,user2800@ex.com,STREET_1943,SHOP_407,ES761000002174,LOC_610,TP_7589,0
20001062,2024-01-12,PLT104717,+34600003552,user853@ex.com,STREET_866,SHOP_886,ES761000003017,LOC_561,TP_3108,0
20001060,2024-01-12,PLT100720,+34600001078,user1622@ex.com,STREET_596,SHOP_180,ES761000002778,LOC_1011,TP_1561,0
20001059,2024-01-12,PLT102372,+34600001419,user4472@ex.com,STREET_1953,SHOP_902,ES761000003585,LOC_420,TP_4198,0
20001058,2024-01-12,PLT105038,+34600001773,user3024@ex.com,STREET_374,SHOP_823,ES761000001421,LOC_733,TP_3036,0
20001057,2024-01-12,PLT107673,+34600002270,user1583@ex.com,STREET_866,SHOP_187,ES761000002032,LOC_244,TP_6895,0
20001056,2024-01-12,PLT100314,+34600003514,user2459@ex.com,STREET_1749,SHOP_215,ES761000001949,LOC_723,TP_2150,0
20001055,2024-01-12,PLT104048,+34600002387,user0@ex.com,STREET_1832,SHOP_122,ES761000002029,LOC_895,TP_3009,0
20001098,2024-01-12,PLT106242,+34600002952,user739@ex.com,STREET_1494,SHOP_844,ES761000002040,LOC_749,TP_5176,0
20001075,2024-01-12,PLT100068,+34600003357,user3628@ex.com,STREET_995,SHOP_997,ES761000000002,LOC_27,TP_4462,0
20001097,2024-01-12,PLT102879,+34600001084,user4587@ex.com,STREET_152,SHOP_798,ES761000003743,LOC_484,TP_6398,0
20001077,2024-01-12,PLT107899,+34600000960,user4163@ex.com,STREET_1241,SHOP_684,ES761000003489,LOC_781,TP_7831,0
20001054,2024-01-12,PLT100339,+34600002950,user4794@ex.com,STREET_2421,SHOP_832,ES761000002911,LOC_446,TP_869,0
20001096,2024-01-12,PLT107581,+34600003168,user4187@ex.com,STREET_409,SHOP_656,ES761000001463,LOC_327,TP_7310,0
20001095,2024-01-12,PLT104558,+34600002384,user206@ex.com,STREET_753,SHOP_479,ES761000003403,LOC_951,TP_2783,0
20001094,2024-01-12,PLT102257,+34600003615,user562@ex.com,STREET_2872,SHOP_596,ES761000000933,LOC_1016,TP_4354,1
20001093,2024-01-12,PLT102286,+34600001115,user2733@ex.com,STREET_969,SHOP_475,ES761000002563,LOC_591,TP_7522,1
20001092,2024-01-12,PLT105053,+34600000874,user2620@ex.com,STREET_2575,SHOP_498,ES761000002162,LOC_28,TP_6723,0
20001091,2024-01-12,PLT107184,+34600003068,user1922@ex.com,STREET_460,SHOP_340,ES761000002788,LOC_1017,TP_7751,0
20001090,2024-01-12,PLT101397,+34600003705,user2404@ex.com,STREET_725,SHOP_276,ES761000001907,LOC_1087,TP_4768,0
20001089,2024-01-12,PLT107938,+34600002288,user3277@ex.com,STREET_1664,SHOP_496,ES761000000124,LOC_747,TP_3045,0
20001076,2024-01-12,PLT107965,+34600000971,user209@ex.com,STREET_744,SHOP_396,ES761000001408,LOC_559,TP_2162,0
20001088,2024-01-12,PLT105799,+34600002831,user39@ex.com,STREET_172,SHOP_391,ES761000000337,LOC_415,TP_3975,1
20001086,2024-01-12,PLT100468,+34600002972,user3451@ex.com,STREET_2260,SHOP_656,ES761000001985,LOC_41,TP_4534,0
20001085,2024-01-12,PLT101796,+34600003008,user2184@ex.com,STREET_867,SHOP_212,ES761000002393,LOC_438,TP_7681,0
20001084,2024-01-12,PLT104147,+34600001581,user1768@ex.com,STREET_1129,SHOP_824,ES761000000963,LOC_147,TP_7306,0
20001083,2024-01-12,PLT104763,+34600003753,user236@ex.com,STREET_2376,SHOP_990,ES761000001213,LOC_455,TP_6689,1
20001082,2024-01-12,PLT102438,+34600002200,user3743@ex.com,STREET_2169,SHOP_331,ES761000002153,LOC_1035,TP_7866,0
20001081,2024-01-12,PLT101692,+34600000947,user3099@ex.com,STREET_2059,SHOP_695,ES761000002670,LOC_1094,TP_6279,0
20001080,2024-01-12,PLT101939,+34600001467,user3649@ex.com,STREET_1554,SHOP_568,ES761000002924,LOC_18,TP_6025,0
20001079,2024-01-12,PLT103326,+34600001452,user3836@ex.com,STREET_2104,SHOP_312,ES761000000332,LOC_299,TP_1744,0
20001078,2024-01-12,PLT101191,+34600003584,user3658@ex.com,STREET_2866,SHOP_647,ES761000002851,LOC_955,TP_4579,0
20001087,2024-01-12,PLT107819,+34600001075,user1921@ex.com,STREET_1738,SHOP_412,ES761000002287,LOC_599,TP_2065,0
20001053,2024-01-12,PLT107071,+34600001348,user398@ex.com,STREET_27,SHOP_684,ES761000003870,LOC_277,TP_7416,0
20001040,2024-01-12,PLT107603,+34600001681,user3789@ex.com,STREET_1151,SHOP_633,ES761000003333,LOC_108,TP_6463,0
20001051,2024-01-12,PLT106581,+34600002771,user2580@ex.com,STREET_2384,SHOP_708,ES761000003867,LOC_905,TP_4014,0
20001025,2024-01-12,PLT107716,+34600002439,user3929@ex.com,STREET_777,SHOP_712,ES761000003969,LOC_1155,TP_375,0
20001024,2024-01-12,PLT107359,+34600002783,user911@ex.com,STREET_389,SHOP_632,ES761000003258,LOC_97,TP_3201,0
20001023,2024-01-12,PLT102376,+34600002616,user4616@ex.com,STREET_1186,SHOP_207,ES761000002401,LOC_358,TP_7108,1
20001022,2024-01-12,PLT105920,+34600001354,user3089@ex.com,STREET_555,SHOP_819,ES761000000211,LOC_1160,TP_3382,1
20001021,2024-01-12,PLT103759,+34600000164,user4479@ex.com,STREET_374,SHOP_521,ES761000002282,LOC_955,TP_6575,0
20001020,2024-01-12,PLT103395,+34600002556,user4829@ex.com,STREET_1296,SHOP_669,ES761000001889,LOC_260,TP_6269,0
20001019,2024-01-12,PLT101405,+34600003316,user4969@ex.com,STREET_2572,SHOP_549,ES761000001908,LOC_336,TP_1396,1
20001018,2024-01-12,PLT100904,+34600001536,user1655@ex.com,STREET_168,SHOP_152,ES761000000250,LOC_449,TP_7673,0
20001017,2024-01-12,PLT103981,+34600000274,user1882@ex.com,STREET_871,SHOP_31,ES761000002673,LOC_1145,TP_5913,0
20001016,2024-01-12,PLT105284,+34600003714,user2647@ex.com,STREET_499,SHOP_963,ES761000003971,LOC_723,TP_6820,0
20001015,2024-01-12,PLT101146,+34600003939,user1291@ex.com,STREET_836,SHOP_798,ES761000003699,LOC_185,TP_2536,0
20001014,2024-01-12,PLT107216,+34600003614,user4888@ex.com,STREET_1466,SHOP_280,ES761000000659,LOC_183,TP_2129,0
20001013,2024-01-12,PLT104775,+34600000797,user530@ex.com,STREET_1716,SHOP_80,ES761000000028,LOC_549,TP_1247,0
20001012,2024-01-12,PLT104331,+34600000399,user2520@ex.com,STREET_317,SHOP_278,ES761000000495,LOC_726,TP_6901,0
20001011,2024-01-12,PLT104147,+34600000408,user2892@ex.com,STREET_1829,SHOP_356,ES761000003443,LOC_1002,TP_193,0
20001009,2024-01-12,PLT101261,+34600002257,user875@ex.com,STREET_1990,SHOP_326,ES761000000586,LOC_160,TP_3176,0
20001008,2024-01-12,PLT104018,+34600001720,user2130@ex.com,STREET_1372,SHOP_635,ES761000000381,LOC_1056,TP_5655,0
20001007,2024-01-12,PLT106980,+34600002085,user4518@ex.com,STREET_564,SHOP_156,ES761000000690,LOC_933,TP_4165,0
20001052,2024-01-12,PLT100289,+34600003226,user4550@ex.com,STREET_2034,SHOP_279,ES761000001216,LOC_41,TP_6769,0
20001026,2024-01-12,PLT104261,+34600001206,user2284@ex.com,STREET_2939,SHOP_716,ES761000000657,LOC_304,TP_6835,1
20001027,2024-01-12,PLT103620,+34600003001,user891@ex.com,STREET_781,SHOP_107,ES761000001207,LOC_1025,TP_4068,0
20001010,2024-01-12,PLT105284,+34600001458,user3752@ex.com,STREET_982,SHOP_813,ES761000002041,LOC_797,TP_1607,0
20001029,2024-01-12,PLT103950,+34600001823,user1328@ex.com,STREET_57,SHOP_104,ES761000000676,LOC_101,TP_3054,0
20001028,2024-01-12,PLT100428,+34600001618,user1150@ex.com,STREET_455,SHOP_738,ES761000003178,LOC_1100,TP_4986,0
20001050,2024-01-12,PLT106014,+34600002370,user2311@ex.com,STREET_924,SHOP_566,ES761000000283,LOC_730,TP_2962,0
20001049,2024-01-12,PLT102851,+34600001558,user3029@ex.com,STREET_372,SHOP_59,ES761000001266,LOC_862,TP_6172,0
20001047,2024-01-12,PLT103199,+34600000043,user2556@ex.com,STREET_2109,SHOP_720,ES761000003046,LOC_673,TP_4619,0
20001046,2024-01-12,PLT104182,+34600001724,user1503@ex.com,STREET_482,SHOP_385,ES761000001262,LOC_713,TP_1856,0
20001045,2024-01-12,PLT102502,+34600001325,user4545@ex.com,STREET_1185,SHOP_392,ES761000001270,LOC_727,TP_6533,0
20001044,2024-01-12,PLT105142,+34600002072,user1563@ex.com,STREET_880,SHOP_460,ES761000002622,LOC_449,TP_4974,1
20001043,2024-01-12,PLT105525,+34600000368,user4286@ex.com,STREET_2818,SHOP_886,ES761000001575,LOC_511,TP_6224,1
20001042,2024-01-12,PLT107917,+34600003447,user842@ex.com,STREET_2095,SHOP_869,ES761000002306,LOC_1065,TP_4965,0
20001041,2024-01-12,PLT104147,+34600003788,user3195@ex.com,STREET_1794,SHOP_387,ES761000002023,LOC_755,TP_7228,0
20001048,2024-01-12,PLT101889,+34600001746,user3386@ex.com,STREET_787,SHOP_643,ES761000001124,LOC_765,TP_2302,0
20001038,2024-01-12,PLT102431,+34600002565,user714@ex.com,STREET_265,SHOP_157,ES761000002550,LOC_629,TP_228,0
20001030,2024-01-12,PLT103281,+34600003821,user1995@ex.com,STREET_363,SHOP_187,ES761000003749,LOC_732,TP_455,0
20001039,2024-01-12,PLT101899,+34600003401,user4359@ex.com,STREET_1378,SHOP_746,ES761000003142,LOC_804,TP_6189,0
20001032,2024-01-12,PLT104717,+34600003707,user1509@ex.com,STREET_1651,SHOP_870,ES761000003473,LOC_1194,TP_5425,0
20001033,2024-01-12,PLT104170,+34600000258,user744@ex.com,STREET_390,SHOP_544,ES761000000111,LOC_418,TP_5777,0
20001031,2024-01-12,PLT105148,+34600003123,user2894@ex.com,STREET_1571,SHOP_422,ES761000003707,LOC_452,TP_5000,1
20001034,2024-01-12,PLT103269,+34600002040,user639@ex.com,STREET_946,SHOP_175,ES761000003577,LOC_4,TP_4576,0
20001035,2024-01-12,PLT100975,+34600000748,user800@ex.com,STREET_1994,SHOP_226,ES761000001387,LOC_632,TP_1946,0
20001036,2024-01-12,PLT105714,+34600001206,user3957@ex.com,STREET_369,SHOP_862,ES761000000068,LOC_927,TP_2960,0
20001037,2024-01-12,PLT105250,+34600000626,user3002@ex.com,STREET_1063,SHOP_937,ES761000003919,LOC_617,TP_3086,0
20001153,2024-01-13,PLT100828,+34600000576,user3481@ex.com,STREET_2789,SHOP_831,ES761000002774,LOC_1197,TP_151,0
20001152,2024-01-13,PLT104718,+34600000211,user4063@ex.com,STREET_1633,SHOP_314,ES761000002455,LOC_826,TP_5390,0
20001151,2024-01-13,PLT104147,+34600003526,user3610@ex.com,STREET_1507,SHOP_616,ES761000002069,LOC_45,TP_2315,0
20001150,2024-01-13,PLT104662,+34600001423,user4765@ex.com,STREET_2461,SHOP_630,ES761000003114,LOC_948,TP_6333,0
20001149,2024-01-13,PLT100783,+34600000605,user481@ex.com,STREET_2186,SHOP_225,ES761000002331,LOC_240,TP_2261,0
20001148,2024-01-13,PLT104955,+34600000762,user403@ex.com,STREET_2892,SHOP_321,ES761000002127,LOC_753,TP_4938,0
20001147,2024-01-13,PLT107826,+34600002201,user1903@ex.com,STREET_127,SHOP_646,ES761000002550,LOC_106,TP_2623,0
20001146,2024-01-13,PLT105237,+34600000268,user4619@ex.com,STREET_1013,SHOP_771,ES761000003824,LOC_11,TP_7746,0
20001145,2024-01-13,PLT107429,+34600003649,user11@ex.com,STREET_1464,SHOP_474,ES761000003643,LOC_1071,TP_1366,0
20001144,2024-01-13,PLT106964,+34600003538,user1392@ex.com,STREET_1297,SHOP_711,ES761000002565,LOC_288,TP_7992,0
20001143,2024-01-13,PLT102076,+34600002706,user4079@ex.com,STREET_2492,SHOP_505,ES761000001245,LOC_955,TP_746,0
20001142,2024-01-13,PLT101403,+34600003360,user3914@ex.com,STREET_2361,SHOP_455,ES761000002833,LOC_809,TP_1695,0
20001141,2024-01-13,PLT102886,+34600001282,user708@ex.com,STREET_1298,SHOP_930,ES761000000128,LOC_168,TP_3222,0
20001140,2024-01-13,PLT105328,+34600001000,user4664@ex.com,STREET_1992,SHOP_667,ES761000001948,LOC_156,TP_5151,0
20001154,2024-01-13,PLT101713,+34600002662,user1345@ex.com,STREET_2879,SHOP_530,ES761000003938,LOC_96,TP_7836,0
