insurer_email,n_claims,fraud_rate
user2406@ex.com,2,0.5
user2408@ex.com,1,0.0
user2409@ex.com,2,0.0
user240@ex.com,1,1.0
user2410@ex.com,1,0.0
user2412@ex.com,2,0.0
user2413@ex.com,1,0.0
user2414@ex.com,1,0.0
user2417@ex.com,2,0.0
user2419@ex.com,2,0.0
user241@ex.com,1,0.0
user2420@ex.com,2,0.0
user2421@ex.com,1,0.0
user2423@ex.com,1,0.0
user2426@ex.com,3,0.6666666666666666
user2427@ex.com,2,0.5
user2428@ex.com,1,1.0
user242@ex.com,1,1.0
user2430@ex.com,1,0.0
user2432@ex.com,2,0.0
user2434@ex.com,1,1.0
user2435@ex.com,1,0.0
user2436@ex.com,2,0.5
user2437@ex.com,4,0.25
user2441@ex.com,1,0.0
user2443@ex.com,1,0.0
user2445@ex.com,1,0.0
user2446@ex.com,2,0.5
user2447@ex.com,1,0.0
user2449@ex.com,1,1.0
user244@ex.com,1,0.0
user2450@ex.com,1,0.0
user2454@ex.com,1,0.0
user2455@ex.com,3,0.0
user2457@ex.com,1,1.0
user2458@ex.com,1,0.0
user2459@ex.com,2,0.0
user2460@ex.com,1,0.0
user2461@ex.com,1,0.0
user2463@ex.com,1,0.0
user2464@ex.com,1,0.0
user2465@ex.com,2,0.5
user2466@ex.com,2,0.0
user2469@ex.com,1,0.0
user2470@ex.com,2,0.0
user2471@ex.com,1,0.0
user2472@ex.com,3,0.3333333333333333
user2474@ex.com,1,1.0
user2477@ex.com,1,1.0
user247@ex.com,2,0.0
user2480@ex.com,1,1.0
user2483@ex.com,4,0.0
user2484@ex.com,1,1.0
user2485@ex.com,3,0.0
user2487@ex.com,1,1.0
user2489@ex.com,2,0.0
user248@ex.com,2,0.0
user2491@ex.com,3,0.3333333333333333
user2494@ex.com,1,1.0
user2495@ex.com,1,0.0
user2498@ex.com,1,0.0
user24@ex.com,1,0.0
user2500@ex.com,2,0.0
user2501@ex.com,2,0.0
user2502@ex.com,1,1.0
user2503@ex.com,3,0.0
user2506@ex.com,1,0.0
user2507@ex.com,1,1.0
user250@ex.com,3,0.3333333333333333
user2510@ex.com,2,0.0
user2512@ex.com,3,0.3333333333333333
user2513@ex.com,1,1.0
user2514@ex.com,2,0.0
user2519@ex.com,3,0.3333333333333333
user2520@ex.com,2,0.0
user2522@ex.com,1,0.0
user2523@ex.com,3,0.0
user2524@ex.com,3,0.0
user2525@ex.com,2,0.0
user2526@ex.com,1,0.0
user2527@ex.com,1,0.0
user2529@ex.com,3,0.0
user252@ex.com,2,0.5
user2530@ex.com,1,0.0
user2532@ex.com,2,0.0
user2533@ex.com,1,0.0
user2535@ex.com,1,0.0
user2537@ex.com,2,0.0
user2539@ex.com,2,0.0
user2542@ex.com,1,0.0
user2543@ex.com,3,0.3333333333333333
user2544@ex.com,1,0.0
user2546@ex.com,1,0.0
user2547@ex.com,1,0.0
user2548@ex.com,1,0.0
user2549@ex.com,2,0.0
user254@ex.com,2,0.0
user2550@ex.com,2,0.0
user2552@ex.com,3,0.3333333333333333
user2553@ex.com,1,0.0
user2554@ex.com,2,0.0
user2555@ex.com,2,0.0
user2556@ex.com,3,0.0
user2558@ex.com,2,0.5
user255@ex.com,1,0.0
user2560@ex.com,1,0.0
user2561@ex.com,4,0.5
user2562@ex.com,2,0.0
user2563@ex.com,2,0.0
user2564@ex.com,3,0.0
user2565@ex.com,1,1.0
user2569@ex.com,1,0.0
user2572@ex.com,2,0.0
user2573@ex.com,1,0.0
user2574@ex.com,1,0.0
user2576@ex.com,2,0.0
user2578@ex.com,1,1.0
user2579@ex.com,1,0.0
user257@ex.com,2,0.0
user2580@ex.com,2,0.0
user2581@ex.com,1,1.0
user2582@ex.com,2,0.0
user2583@ex.com,1,0.0
user2585@ex.com,2,0.0
user2587@ex.com,1,0.0
user2588@ex.com,1,1.0
user2589@ex.com,1,0.0
user258@ex.com,1,0.0
user2590@ex.com,1,0.0
user2591@ex.com,2,0.0
user2594@ex.com,2,0.0
user2595@ex.com,1,0.0
user2596@ex.com,2,0.0
user2597@ex.com,1,0.0
user2599@ex.com,2,0.5
user259@ex.com,1,0.0
user25@ex.com,1,0.0
user2600@ex.com,2,0.0
user2601@ex.com,2,0.0
user2602@ex.com,1,0.0
user2604@ex.com,1,0.0
user2605@ex.com,1,0.0
user2607@ex.com,1,0.0
user2610@ex.com,2,0.0
user2611@ex.com,1,0.0
user2612@ex.com,1,0.0
user2613@ex.com,4,0.0
user2614@ex.com,1,0.0
user2617@ex.com,2,0.0
user2618@ex.com,1,1.0
user2619@ex.com,2,0.0
user261@ex.com,1,0.0
user2620@ex.com,1,0.0
user2621@ex.com,2,0.0
user2624@ex.com,2,0.0
user2625@ex.com,1,0.0
user2627@ex.com,1,0.0
user2628@ex.com,1,0.0
user2629@ex.com,2,0.0
user2633@ex.com,2,0.0
user2634@ex.com,2,0.0
user2635@ex.com,2,0.5
user2637@ex.com,1,0.0
user2638@ex.com,2,0.0
user2639@ex.com,1,1.0
user2641@ex.com,1,0.0
user2643@ex.com,1,0.0
user2644@ex.com,3,0.0
user2645@ex.com,1,0.0
user2647@ex.com,1,0.0
user264@ex.com,2,0.0
user2650@ex.com,1,0.0
user2651@ex.com,1,0.0
user2652@ex.com,1,0.0
user2653@ex.com,2,0.0
user2656@ex.com,1,0.0
user2659@ex.com,4,0.0
user2663@ex.com,1,0.0
user2664@ex.com,2,0.5
user2665@ex.com,1,0.0
user2666@ex.com,1,0.0
user2667@ex.com,2,0.0
user2670@ex.com,1,0.0
user2671@ex.com,1,0.0
user2672@ex.com,3,0.3333333333333333
user2674@ex.com,2,0.0
user2675@ex.com,2,0.0
user2677@ex.com,1,0.0
user2679@ex.com,2,0.5
user2681@ex.com,1,0.0
user2682@ex.com,2,0.5
user2684@ex.com,1,0.0
user2687@ex.com,1,0.0
user2688@ex.com,1,1.0
user2689@ex.com,1,0.0
user268@ex.com,1,0.0
user2690@ex.com,1,0.0
user2691@ex.com,1,0.0
user2693@ex.com,2,0.0
user2694@ex.com,1,0.0
user2697@ex.com,2,0.0
user2699@ex.com,3,0.0
user269@ex.com,1,0.0
user26@ex.com,1,0.0
user2700@ex.com,1,0.0
user2701@ex.com,2,0.0
user2703@ex.com,3,0.0
user2704@ex.com,1,0.0
user2705@ex.com,1,0.0
user2706@ex.com,1,1.0
user2707@ex.com,2,0.5
user2709@ex.com,2,0.5
user270@ex.com,3,0.0
user2711@ex.com,1,0.0
user2713@ex.com,2,0.0
user2714@ex.com,2,0.0
user2715@ex.com,1,1.0
user2716@ex.com,1,0.0
user2719@ex.com,1,0.0
user271@ex.com,4,0.0
user2723@ex.com,1,0.0
user2725@ex.com,1,0.0
user2726@ex.com,1,0.0
user2729@ex.com,1,0.0
user272@ex.com,2,0.0
user2730@ex.com,1,0.0
user2731@ex.com,1,0.0
user2733@ex.com,2,0.5
user2734@ex.com,1,0.0
user2735@ex.com,2,0.0
user2739@ex.com,2,0.0
user273@ex.com,1,0.0
user2740@ex.com,2,0.0
user2741@ex.com,2,0.0
user2742@ex.com,1,0.0
user2743@ex.com,2,0.5
user2745@ex.com,1,0.0
user2746@ex.com,2,0.5
user2748@ex.com,2,0.0
user2749@ex.com,2,0.0
user274@ex.com,1,0.0
user2750@ex.com,1,0.0
user2751@ex.com,1,0.0
user2753@ex.com,1,0.0
user2755@ex.com,1,0.0
user2758@ex.com,1,0.0
user2759@ex.com,2,0.0
user275@ex.com,1,0.0
user2760@ex.com,3,0.0
user2763@ex.com,1,0.0
user2764@ex.com,3,0.3333333333333333
user2765@ex.com,1,1.0
user2766@ex.com,2,0.0
user2768@ex.com,1,0.0
user2769@ex.com,1,0.0
user276@ex.com,1,0.0
user2770@ex.com,1,0.0
user2771@ex.com,1,0.0
user2772@ex.com,2,0.0
user2773@ex.com,2,0.0
user2774@ex.com,1,1.0
user2775@ex.com,3,0.6666666666666666
user2778@ex.com,2,0.0
user2779@ex.com,1,0.0
user277@ex.com,1,0.0
user2780@ex.com,2,0.0
user2781@ex.com,1,0.0
user2785@ex.com,2,0.0
user2787@ex.com,3,0.0
user2788@ex.com,2,0.0
user2789@ex.com,1,0.0
user2791@ex.com,2,0.0
user2793@ex.com,2,0.0
user2795@ex.com,1,0.0
user2797@ex.com,1,0.0
user2800@ex.com,1,0.0
user2803@ex.com,2,0.0
user2804@ex.com,3,0.0
user2807@ex.com,1,0.0
user2808@ex.com,1,1.0
user280@ex.com,1,0.0
user2810@ex.com,2,0.0
user2811@ex.com,5,0.0
user2812@ex.com,1,0.0
user2813@ex.com,2,0.5
user2817@ex.com,2,0.5
user2819@ex.com,2,0.0
user2823@ex.com,2,0.0
user2828@ex.com,2,0.5
user2831@ex.com,1,0.0
user2835@ex.com,1,0.0
user2836@ex.com,1,0.0
user2837@ex.com,1,0.0
user2838@ex.com,2,0.0
user2839@ex.com,2,0.0
user283@ex.com,1,1.0
user2842@ex.com,2,0.5
user2845@ex.com,1,0.0
user2848@ex.com,1,0.0
user2850@ex.com,1,0.0
user2852@ex.com,1,0.0
user2853@ex.com,1,0.0
user2854@ex.com,2,0.0
user2856@ex.com,1,0.0
user2857@ex.com,1,0.0
user2858@ex.com,1,0.0
user2860@ex.com,1,0.0
user2865@ex.com,1,0.0
user2866@ex.com,2,0.0
user2867@ex.com,2,0.5
user2868@ex.com,2,0.0
user2869@ex.com,1,0.0
user2871@ex.com,2,0.5
user2872@ex.com,1,0.0
user2874@ex.com,2,0.0
user2876@ex.com,1,0.0
user2877@ex.com,2,0.0
user2878@ex.com,1,0.0
user2880@ex.com,1,0.0
user2882@ex.com,2,0.5
user2883@ex.com,1,0.0
user2884@ex.com,1,0.0
user2885@ex.com,1,0.0
user2886@ex.com,2,0.0
user2888@ex.com,4,0.0
user2889@ex.com,2,0.5
user2890@ex.com,4,0.25
user2892@ex.com,2,0.0
user2893@ex.com,1,0.0
user2894@ex.com,1,1.0
user2898@ex.com,1,0.0
user2899@ex.com,2,0.0
user28@ex.com,2,0.0
user2901@ex.com,2,0.5
user2902@ex.com,1,0.0
user2903@ex.com,3,0.0
user2907@ex.com,2,0.0
user2909@ex.com,2,0.5
user290@ex.com,2,0.0
user2913@ex.com,1,0.0
user2917@ex.com,1,0.0
user2918@ex.com,1,0.0
user2919@ex.com,2,0.5
user291@ex.com,2,0.0
user2920@ex.com,1,1.0
user2924@ex.com,2,0.0
user2926@ex.com,1,1.0
user2927@ex.com,1,1.0
user292@ex.com,1,0.0
user2932@ex.com,1,0.0
user2933@ex.com,1,0.0
user2937@ex.com,1,0.0
user2939@ex.com,1,0.0
user293@ex.com,1,0.0
user2940@ex.com,1,0.0
user2944@ex.com,2,0.0
user2946@ex.com,1,0.0
user2947@ex.com,2,1.0
user2948@ex.com,1,0.0
user294@ex.com,1,0.0
user2952@ex.com,1,0.0
user2954@ex.com,1,0.0
user2955@ex.com,2,0.0
user2957@ex.com,1,0.0
user2958@ex.com,2,0.0
user295@ex.com,1,0.0
user2960@ex.com,1,0.0
user2961@ex.com,8,0.0
user2962@ex.com,2,0.0
user2963@ex.com,3,0.3333333333333333
user2964@ex.com,1,0.0
user2966@ex.com,1,0.0
user2967@ex.com,1,0.0
user2975@ex.com,4,0.25
user2976@ex.com,2,0.5
user2979@ex.com,2,0.0
user297@ex.com,2,0.0
user2982@ex.com,1,0.0
user2985@ex.com,2,0.0
user2986@ex.com,2,1.0
user2987@ex.com,4,0.0
user2988@ex.com,1,0.0
user2989@ex.com,2,0.0
user298@ex.com,1,0.0
user2990@ex.com,1,0.0
user2992@ex.com,1,0.0
user2996@ex.com,1,0.0
user2999@ex.com,1,0.0
user299@ex.com,2,0.0
user3000@ex.com,2,0.5
user3001@ex.com,1,0.0
user3002@ex.com,1,0.0
user3003@ex.com,1,0.0
user3005@ex.com,1,0.0
user3007@ex.com,1,0.0
user3008@ex.com,1,0.0
user3010@ex.com,1,1.0
user3012@ex.com,1,0.0
user3015@ex.com,1,0.0
user3018@ex.com,2,0.0
user3020@ex.com,1,0.0
user3022@ex.com,2,0.5
user3024@ex.com,1,0.0
user3025@ex.com,2,0.5
user3026@ex.com,2,0.0
user3027@ex.com,1,0.0
user3028@ex.com,1,0.0
user3029@ex.com,3,0.3333333333333333
user302@ex.com,3,0.0
user3031@ex.com,5,0.0
user3032@ex.com,1,0.0
user3033@ex.com,5,0.2
user3034@ex.com,1,0.0
user3036@ex.com,2,0.5
user3039@ex.com,1,0.0
user3040@ex.com,2,0.0
user3041@ex.com,3,0.0
user3047@ex.com,1,1.0
user3048@ex.com,3,0.0
user304@ex.com,2,0.0
user3050@ex.com,1,0.0
user3053@ex.com,1,0.0
user3054@ex.com,1,0.0
user3055@ex.com,1,1.0
user3057@ex.com,1,0.0
user3058@ex.com,4,0.25
user3059@ex.com,1,0.0
user3060@ex.com,1,0.0
user3061@ex.com,1,1.0
user3063@ex.com,1,0.0
user3064@ex.com,1,0.0
user3066@ex.com,1,0.0
user3069@ex.com,4,0.0
user306@ex.com,1,0.0
user3070@ex.com,1,0.0
user3072@ex.com,1,0.0
user3073@ex.com,1,0.0
user3076@ex.com,1,0.0
user3078@ex.com,2,0.5
user3079@ex.com,1,0.0
user307@ex.com,1,1.0
user3080@ex.com,1,0.0
user3086@ex.com,1,0.0
user3088@ex.com,1,0.0
user3089@ex.com,1,1.0
user308@ex.com,2,0.0
user3092@ex.com,1,0.0
user3093@ex.com,3,0.0
user3094@ex.com,1,0.0
user3095@ex.com,1,0.0
user3097@ex.com,1,1.0
user3099@ex.com,2,0.0
user30@ex.com,2,0.0
user3100@ex.com,2,0.0
user3101@ex.com,1,0.0
user3102@ex.com,1,0.0
user3104@ex.com,2,0.0
user3105@ex.com,3,0.3333333333333333
user3106@ex.com,1,0.0
user310@ex.com,1,0.0
user3110@ex.com,1,0.0
user3111@ex.com,1,0.0
user3112@ex.com,2,0.5
user3113@ex.com,1,0.0
user3114@ex.com,1,1.0
user3115@ex.com,2,0.0
user3116@ex.com,1,1.0
user3119@ex.com,1,0.0
user3120@ex.com,2,0.0
user3121@ex.com,1,0.0
user3126@ex.com,2,0.0
user3127@ex.com,1,0.0
user3131@ex.com,1,0.0
user3132@ex.com,2,0.0
user3135@ex.com,1,0.0
user3138@ex.com,1,0.0
user3139@ex.com,1,0.0
user313@ex.com,2,0.0
user3140@ex.com,1,0.0
user3143@ex.com,5,0.0
user3145@ex.com,1,0.0
user3147@ex.com,1,1.0
user3150@ex.com,1,1.0
user3152@ex.com,1,0.0
user3156@ex.com,3,0.0
user3157@ex.com,2,0.0
user3158@ex.com,1,0.0
user3160@ex.com,1,1.0
user3163@ex.com,1,0.0
user3164@ex.com,2,0.0
user3167@ex.com,2,0.0
user3168@ex.com,2,0.0
user3169@ex.com,2,0.0
user316@ex.com,1,0.0
user3170@ex.com,1,0.0
user3171@ex.com,4,0.0
user3172@ex.com,1,1.0
user3173@ex.com,1,0.0
user3174@ex.com,2,0.0
user3175@ex.com,2,0.0
user3176@ex.com,2,0.0
user317@ex.com,1,0.0
user3180@ex.com,1,0.0
user3183@ex.com,2,0.0
user3184@ex.com,2,0.0
user3186@ex.com,1,1.0
user3188@ex.com,1,0.0
user3189@ex.com,1,1.0
user318@ex.com,2,0.0
user3190@ex.com,4,0.25
user3191@ex.com,1,0.0
user3193@ex.com,1,0.0
user3195@ex.com,3,0.3333333333333333
user3197@ex.com,2,0.0
user3198@ex.com,1,0.0
user319@ex.com,1,0.0
user31@ex.com,1,0.0
user3200@ex.com,2,0.0
user3202@ex.com,1,0.0
user3206@ex.com,1,0.0
user3207@ex.com,1,0.0
user3208@ex.com,1,0.0
user3209@ex.com,3,0.0
user320@ex.com,1,1.0
user3212@ex.com,2,0.5
user3214@ex.com,3,0.0
user3215@ex.com,2,0.5
user3216@ex.com,1,0.0
user3218@ex.com,2,0.0
user321@ex.com,2,1.0
user3220@ex.com,1,0.0
user3222@ex.com,4,0.25
user3224@ex.com,1,0.0
user3225@ex.com,1,0.0
user3226@ex.com,2,0.0
user3227@ex.com,1,0.0
user3229@ex.com,1,0.0
user322@ex.com,2,0.0
user3230@ex.com,2,0.5
user3231@ex.com,2,0.5
user3233@ex.com,1,0.0
user3234@ex.com,1,0.0
user3235@ex.com,2,0.0
user3236@ex.com,1,0.0
user3237@ex.com,1,0.0
user3238@ex.com,2,0.0
user3239@ex.com,1,0.0
user3243@ex.com,1,0.0
user3244@ex.com,1,0.0
user3245@ex.com,1,0.0
user3246@ex.com,1,0.0
user3247@ex.com,1,0.0
user3248@ex.com,1,0.0
user3249@ex.com,1,0.0
user3250@ex.com,1,1.0
user3251@ex.com,1,1.0
user3252@ex.com,2,0.0
user3255@ex.com,1,0.0
user3256@ex.com,1,0.0
user3258@ex.com,2,0.0
user3259@ex.com,1,0.0
user325@ex.com,1,0.0
user3265@ex.com,1,0.0
user3268@ex.com,1,0.0
user3269@ex.com,1,0.0
user3270@ex.com,3,0.0
user3271@ex.com,3,0.0
user3272@ex.com,2,0.0
user3274@ex.com,1,0.0
user3275@ex.com,3,0.0
user3276@ex.com,1,0.0
user3277@ex.com,1,0.0
user3282@ex.com,2,0.0
user3283@ex.com,1,1.0
user3285@ex.com,1,0.0
user3286@ex.com,2,0.0
user3288@ex.com,1,1.0
user3289@ex.com,2,0.0
user328@ex.com,1,0.0
user3291@ex.com,2,0.0
user3292@ex.com,1,0.0
user3293@ex.com,3,0.0
user3295@ex.com,2,0.0
user3296@ex.com,1,0.0
user3297@ex.com,2,0.0
user3298@ex.com,2,0.0
user329@ex.com,1,0.0
user32@ex.com,1,0.0
user3300@ex.com,2,0.0
user3302@ex.com,1,0.0
user3303@ex.com,1,1.0
user3304@ex.com,2,0.0
user3305@ex.com,2,0.0
user3307@ex.com,2,0.0
user330@ex.com,2,0.5
user3310@ex.com,3,0.6666666666666666
user3314@ex.com,1,0.0
user3317@ex.com,2,0.0
user3319@ex.com,1,0.0
user3320@ex.com,2,0.5
user3321@ex.com,1,0.0
user3322@ex.com,1,0.0
user3323@ex.com,2,0.0
user3324@ex.com,3,0.0
user3327@ex.com,1,0.0
user3331@ex.com,1,0.0
user3332@ex.com,3,0.3333333333333333
user3334@ex.com,2,0.5
user3336@ex.com,1,0.0
user3338@ex.com,1,0.0
user3339@ex.com,1,0.0
user333@ex.com,1,0.0
user3340@ex.com,2,0.0
user3341@ex.com,2,0.0
user3343@ex.com,1,0.0
user3345@ex.com,3,0.0
user3346@ex.com,2,0.0
user3347@ex.com,1,0.0
user3348@ex.com,1,1.0
user3349@ex.com,1,0.0
user334@ex.com,1,0.0
user3350@ex.com,2,0.0
user3354@ex.com,3,0.0
user3356@ex.com,1,0.0
user335@ex.com,1,0.0
user3361@ex.com,3,0.0
user3363@ex.com,1,0.0
user3365@ex.com,2,0.0
user3366@ex.com,1,0.0
user3368@ex.com,2,0.0
user3369@ex.com,1,0.0
user336@ex.com,1,0.0
user3370@ex.com,2,0.0
user3371@ex.com,4,0.25
user3373@ex.com,1,0.0
user3374@ex.com,1,1.0
user3375@ex.com,2,0.5
user3378@ex.com,1,0.0
user3379@ex.com,2,0.0
user3380@ex.com,3,0.0
user3381@ex.com,2,0.0
user3382@ex.com,1,1.0
user3384@ex.com,2,0.0
user3385@ex.com,2,0.0
user3386@ex.com,1,0.0
user3387@ex.com,3,0.0
user3388@ex.com,3,0.0
user3389@ex.com,1,0.0
user338@ex.com,3,0.3333333333333333
user3390@ex.com,3,0.0
user3392@ex.com,1,0.0
user3393@ex.com,3,0.0
user3394@ex.com,2,0.0
user3395@ex.com,2,0.5
user3397@ex.com,1,0.0
user3399@ex.com,2,0.0
user33@ex.com,1,0.0
user3404@ex.com,1,0.0
user3405@ex.com,3,0.3333333333333333
user3406@ex.com,2,0.0
user3407@ex.com,2,0.5
user3408@ex.com,2,0.0
user3409@ex.com,1,0.0
user340@ex.com,1,0.0
user3410@ex.com,2,0.0
user3411@ex.com,1,0.0
user3412@ex.com,1,0.0
user3413@ex.com,3,0.3333333333333333
user3415@ex.com,1,0.0
user3416@ex.com,2,0.0
user3419@ex.com,2,0.0
user341@ex.com,1,0.0
user3421@ex.com,1,0.0
user3423@ex.com,1,0.0
user3424@ex.com,4,0.0
user3425@ex.com,2,0.0
user3428@ex.com,2,0.0
user3429@ex.com,4,0.0
user342@ex.com,1,0.0
user3431@ex.com,1,0.0
user3432@ex.com,3,0.6666666666666666
user3434@ex.com,1,0.0
user3435@ex.com,1,0.0
user3436@ex.com,1,0.0
user3437@ex.com,2,0.0
user3439@ex.com,1,0.0
user343@ex.com,3,0.0
user3440@ex.com,1,0.0
user3443@ex.com,1,0.0
user3446@ex.com,1,1.0
user3447@ex.com,4,0.25
user344@ex.com,1,0.0
user3450@ex.com,2,0.0
user3451@ex.com,2,0.0
user3452@ex.com,3,0.0
user3453@ex.com,4,0.0
user3454@ex.com,1,0.0
user3455@ex.com,1,1.0
user3456@ex.com,2,0.0
user3458@ex.com,3,1.0
user3459@ex.com,2,0.0
user3460@ex.com,2,0.0
user3461@ex.com,2,0.0
user3462@ex.com,3,0.0
user3463@ex.com,2,0.0
user3467@ex.com,2,0.0
user3468@ex.com,1,0.0
user3469@ex.com,1,0.0
user3471@ex.com,2,0.0
user3472@ex.com,3,0.0
user3477@ex.com,1,0.0
user3478@ex.com,1,0.0
user3479@ex.com,1,0.0
user3480@ex.com,2,0.0
user3481@ex.com,1,0.0
user3482@ex.com,1,1.0
user3487@ex.com,1,0.0
user3489@ex.com,1,0.0
user348@ex.com,1,1.0
user3492@ex.com,1,0.0
user3493@ex.com,3,0.0
user3496@ex.com,1,0.0
user3498@ex.com,1,0.0
user349@ex.com,2,0.0
user34@ex.com,2,0.0
user3500@ex.com,3,0.0
user3501@ex.com,1,0.0
user3502@ex.com,2,0.0
user3504@ex.com,2,0.0
user3507@ex.com,1,0.0
user3508@ex.com,1,1.0
user3509@ex.com,1,0.0
user350@ex.com,2,0.5
user3510@ex.com,1,0.0
user3516@ex.com,1,1.0
user3518@ex.com,1,0.0
user3519@ex.com,1,0.0
user351@ex.com,3,0.0
user3521@ex.com,2,0.0
user3522@ex.com,1,0.0
user3523@ex.com,2,0.5
user3525@ex.com,2,0.0
user3526@ex.com,1,0.0
user3527@ex.com,1,0.0
user3528@ex.com,1,0.0
user3529@ex.com,1,0.0
user3530@ex.com,1,0.0
user3533@ex.com,1,0.0
user3534@ex.com,1,0.0
user3536@ex.com,2,0.0
user3537@ex.com,1,0.0
user3539@ex.com,1,0.0
user353@ex.com,2,0.0
user3540@ex.com,1,0.0
user3541@ex.com,2,0.5
user3543@ex.com,1,0.0
user3544@ex.com,1,1.0
user3547@ex.com,1,1.0
user3548@ex.com,1,0.0
user3549@ex.com,3,0.0
user354@ex.com,1,0.0
user3550@ex.com,1,0.0
user3551@ex.com,1,1.0
user3552@ex.com,3,0.6666666666666666
user3557@ex.com,3,0.0
user3558@ex.com,1,0.0
user3559@ex.com,2,0.0
user355@ex.com,1,0.0
user3562@ex.com,1,0.0
user3564@ex.com,2,0.0
user3565@ex.com,1,0.0
user3566@ex.com,1,1.0
user3567@ex.com,1,0.0
user3569@ex.com,1,0.0
user356@ex.com,1,0.0
user3570@ex.com,3,0.0
user3571@ex.com,1,0.0
user3573@ex.com,1,0.0
user3574@ex.com,1,0.0
user3575@ex.com,1,1.0
user3578@ex.com,1,1.0
user357@ex.com,1,1.0
user3580@ex.com,1,0.0
user3581@ex.com,1,0.0
user3582@ex.com,1,0.0
user3583@ex.com,1,0.0
user3584@ex.com,2,0.0
user3587@ex.com,2,0.0
user3589@ex.com,1,0.0
user358@ex.com,3,0.3333333333333333
user3590@ex.com,1,0.0
user3591@ex.com,1,0.0
user3592@ex.com,1,0.0
user3595@ex.com,1,0.0
user3596@ex.com,3,0.3333333333333333
user3598@ex.com,1,0.0
user3599@ex.com,2,0.0
user359@ex.com,2,0.0
user35@ex.com,1,0.0
user3602@ex.com,3,0.0
user3603@ex.com,2,0.0
user3604@ex.com,2,0.0
user3605@ex.com,1,0.0
user3606@ex.com,1,0.0
user3608@ex.com,2,0.0
user3610@ex.com,2,0.0
user3611@ex.com,1,0.0
user3613@ex.com,2,0.0
user3614@ex.com,1,0.0
user3615@ex.com,2,0.0
user3617@ex.com,2,0.0
user3618@ex.com,1,1.0
user3619@ex.com,4,0.0
user361@ex.com,1,0.0
user3620@ex.com,2,0.5
user3621@ex.com,2,0.0
user3622@ex.com,1,0.0
user3623@ex.com,2,0.0
user3624@ex.com,1,0.0
user3626@ex.com,1,0.0
user3628@ex.com,3,0.3333333333333333
user3629@ex.com,1,0.0
user3631@ex.com,2,0.0
user3633@ex.com,1,0.0
user3634@ex.com,2,0.0
user3638@ex.com,2,0.0
user3639@ex.com,1,0.0
user363@ex.com,2,0.5
user3640@ex.com,1,0.0
user3645@ex.com,1,0.0
user3647@ex.com,1,0.0
user3649@ex.com,1,0.0
user364@ex.com,2,0.5
user3650@ex.com,1,0.0
user3652@ex.com,2,0.5
user3653@ex.com,2,0.0
user3654@ex.com,1,0.0
user3655@ex.com,2,0.0
user3656@ex.com,4,0.25
user3657@ex.com,1,0.0
user3658@ex.com,2,0.0
user3660@ex.com,1,0.0
user3661@ex.com,2,0.0
user3662@ex.com,2,0.0
user3665@ex.com,2,0.0
user3667@ex.com,2,0.0
user3668@ex.com,1,0.0
user3669@ex.com,1,0.0
user366@ex.com,1,0.0
user3670@ex.com,1,0.0
user3672@ex.com,3,0.3333333333333333
user3676@ex.com,2,0.5
user3677@ex.com,2,0.0
user3679@ex.com,1,0.0
user3680@ex.com,1,0.0
user3681@ex.com,2,0.0
user3683@ex.com,2,0.5
user3684@ex.com,1,0.0
user3686@ex.com,1,0.0
user3687@ex.com,1,0.0
user3688@ex.com,2,0.0
user3689@ex.com,1,0.0
user368@ex.com,2,0.0
user3690@ex.com,1,0.0
user3691@ex.com,1,0.0
user3692@ex.com,1,0.0
user3694@ex.com,1,1.0
user3695@ex.com,2,0.5
user3696@ex.com,1,1.0
user3698@ex.com,2,0.0
user3699@ex.com,3,0.0
user36@ex.com,1,1.0
user3703@ex.com,2,0.0
user3705@ex.com,3,0.3333333333333333
user3706@ex.com,2,0.5
user3707@ex.com,1,0.0
user3709@ex.com,1,0.0
user3710@ex.com,1,1.0
user3712@ex.com,1,1.0
user3713@ex.com,1,0.0
user3715@ex.com,2,0.5
user3720@ex.com,1,0.0
user3722@ex.com,2,0.0
user3723@ex.com,3,0.0
user3724@ex.com,2,0.5
user3725@ex.com,2,0.0
user3726@ex.com,1,0.0
user3727@ex.com,3,0.0
user3729@ex.com,1,0.0
user3730@ex.com,4,0.25
user3731@ex.com,1,0.0
user3733@ex.com,1,0.0
user3734@ex.com,1,0.0
user3735@ex.com,1,0.0
user3736@ex.com,3,0.3333333333333333
user3738@ex.com,1,0.0
user373@ex.com,1,0.0
user3740@ex.com,1,0.0
user3742@ex.com,1,0.0
user3743@ex.com,2,0.0
user3747@ex.com,1,0.0
user3748@ex.com,2,0.0
user3749@ex.com,1,0.0
user3751@ex.com,2,0.0
user3752@ex.com,1,0.0
user3755@ex.com,2,0.0
user3758@ex.com,2,0.0
user3759@ex.com,2,0.0
user3761@ex.com,1,0.0
user3764@ex.com,1,0.0
user3765@ex.com,2,0.0
user3766@ex.com,1,0.0
user3768@ex.com,1,0.0
user3769@ex.com,2,0.5
user376@ex.com,2,0.5
user3770@ex.com,2,0.0
user3771@ex.com,1,0.0
user3773@ex.com,1,0.0
user3774@ex.com,2,0.0
user3775@ex.com,1,0.0
user3776@ex.com,1,0.0
user3778@ex.com,2,0.5
user377@ex.com,1,0.0
user3780@ex.com,4,0.0
user3782@ex.com,1,1.0
user3783@ex.com,2,0.0
user3784@ex.com,1,0.0
user3788@ex.com,2,0.0
user3789@ex.com,3,0.0
