insurer_phone_number,n_claims,fraud_rate
34600001838,3,0.0
34600001840,2,0.0
34600001841,2,0.0
34600001843,1,0.0
34600001844,3,0.0
34600001845,1,1.0
34600001846,2,0.0
34600001848,1,1.0
34600001849,1,0.0
34600001850,1,1.0
34600001852,1,0.0
34600001853,1,0.0
34600001854,2,0.0
34600001857,2,0.0
34600001858,1,1.0
34600001860,1,0.0
34600001863,1,0.0
34600001864,1,1.0
34600001865,1,0.0
34600001866,1,0.0
34600001867,1,0.0
34600001868,1,1.0
34600001869,2,0.0
34600001870,3,0.3333333333333333
34600001872,1,0.0
34600001874,1,0.0
34600001876,3,0.3333333333333333
34600001877,1,0.0
34600001878,2,0.0
34600001880,1,0.0
34600001881,1,0.0
34600001883,4,0.75
34600001886,2,0.5
34600001887,1,0.0
34600001888,2,0.0
34600001889,1,0.0
34600001890,2,0.0
34600001893,1,0.0
34600001894,3,0.0
34600001895,2,0.0
34600001897,3,0.0
34600001898,3,0.6666666666666666
34600001899,1,0.0
34600001901,1,0.0
34600001902,2,0.0
34600001903,1,1.0
34600001904,1,0.0
34600001907,1,0.0
34600001909,2,0.0
34600001910,2,0.0
34600001912,1,0.0
34600001913,1,1.0
34600001914,1,0.0
34600001917,2,0.5
34600001921,1,0.0
34600001922,2,0.5
34600001923,1,0.0
34600001924,2,0.0
34600001926,3,0.3333333333333333
34600001928,1,1.0
34600001929,3,0.0
34600001932,2,0.0
34600001935,1,0.0
34600001936,2,0.0
34600001937,3,0.0
34600001938,1,0.0
34600001940,2,0.0
34600001941,2,0.0
34600001943,1,0.0
34600001945,1,0.0
34600001947,1,0.0
34600001948,2,0.0
34600001949,2,0.0
34600001950,1,0.0
34600001951,2,0.0
34600001952,3,0.3333333333333333
34600001955,2,0.0
34600001956,2,0.0
34600001960,1,0.0
34600001962,1,0.0
34600001963,1,0.0
34600001964,1,1.0
34600001965,2,0.0
34600001967,2,0.5
34600001968,1,1.0
34600001969,2,0.0
34600001970,3,0.0
34600001971,1,0.0
34600001973,2,0.5
34600001974,2,0.0
34600001975,3,0.0
34600001976,2,0.0
34600001977,3,0.3333333333333333
34600001980,2,0.0
34600001981,2,0.0
34600001982,2,0.5
34600001983,2,0.0
34600001985,3,0.0
34600001986,2,1.0
34600001988,1,0.0
34600001989,1,0.0
34600001990,1,0.0
34600001991,1,0.0
34600001992,1,0.0
34600001993,1,1.0
34600001994,2,0.0
34600001995,1,0.0
34600001996,3,0.3333333333333333
34600001997,1,0.0
34600001998,1,0.0
34600001999,2,0.0
34600002001,1,0.0
34600002002,1,0.0
34600002003,2,0.0
34600002004,1,0.0
34600002005,1,0.0
34600002008,3,0.0
34600002010,1,0.0
34600002011,6,0.16666666666666666
34600002012,2,1.0
34600002013,1,0.0
34600002015,1,0.0
34600002017,1,1.0
34600002018,1,0.0
34600002019,1,0.0
34600002022,1,0.0
34600002023,1,0.0
34600002024,1,0.0
34600002025,3,0.0
34600002026,1,0.0
34600002027,2,0.0
34600002028,2,0.0
34600002029,2,0.0
34600002031,1,1.0
34600002033,1,1.0
34600002034,1,0.0
34600002035,1,0.0
34600002036,2,0.0
34600002040,3,0.3333333333333333
34600002042,2,0.0
34600002044,1,0.0
34600002045,1,0.0
34600002047,3,0.0
34600002048,1,1.0
34600002050,1,0.0
34600002051,1,0.0
34600002054,3,0.0
34600002055,3,0.0
34600002058,2,0.0
34600002059,1,0.0
34600002062,2,0.0
34600002064,1,0.0
34600002065,1,0.0
34600002066,2,0.0
34600002067,3,0.3333333333333333
34600002071,1,0.0
34600002072,4,0.5
34600002073,1,0.0
34600002074,2,0.0
34600002075,1,1.0
34600002078,1,0.0
34600002080,1,0.0
34600002081,1,1.0
34600002082,3,0.0
34600002083,4,0.0
34600002085,3,0.0
34600002086,1,0.0
34600002087,2,0.0
34600002088,1,0.0
34600002090,1,0.0
34600002091,2,0.0
34600002094,1,0.0
34600002096,2,0.0
34600002098,4,0.0
34600002099,3,0.0
34600002101,7,0.42857142857142855
34600002103,1,0.0
34600002104,2,0.0
34600002107,3,0.3333333333333333
34600002108,1,0.0
34600002111,1,0.0
34600002112,1,0.0
34600002113,3,0.0
34600002115,2,0.0
34600002116,2,0.0
34600002118,1,0.0
34600002120,1,0.0
34600002122,3,0.0
34600002123,4,0.25
34600002124,1,0.0
34600002125,2,0.0
34600002126,3,0.0
34600002127,1,0.0
34600002128,4,0.0
34600002129,1,0.0
34600002132,1,0.0
34600002133,1,0.0
34600002136,3,0.6666666666666666
34600002137,2,0.0
34600002138,1,0.0
34600002139,3,0.0
34600002141,1,0.0
34600002142,1,0.0
34600002143,2,0.0
34600002144,1,0.0
34600002145,2,0.0
34600002146,5,0.0
34600002147,2,0.0
34600002150,1,0.0
34600002151,2,0.5
34600002154,3,0.0
34600002156,2,0.0
34600002158,1,1.0
34600002159,1,1.0
34600002160,1,0.0
34600002162,2,0.0
34600002163,2,0.0
34600002165,1,0.0
34600002167,1,0.0
34600002169,2,0.0
34600002170,2,0.0
34600002171,2,0.5
34600002173,1,0.0
34600002174,2,0.0
34600002177,1,1.0
34600002178,2,0.0
34600002179,1,0.0
34600002180,1,0.0
34600002182,1,0.0
34600002184,1,0.0
34600002186,1,0.0
34600002189,2,0.0
34600002191,1,0.0
34600002194,3,0.3333333333333333
34600002195,1,0.0
34600002197,3,0.0
34600002198,2,0.0
34600002200,2,0.0
34600002201,1,0.0
34600002202,1,1.0
34600002205,1,0.0
34600002206,1,1.0
34600002208,1,0.0
34600002210,1,0.0
34600002211,1,0.0
34600002212,1,0.0
34600002213,2,0.5
34600002215,1,0.0
34600002217,2,0.0
34600002219,1,0.0
34600002221,2,0.5
34600002222,1,0.0
34600002223,6,0.16666666666666666
34600002224,1,0.0
34600002225,1,0.0
34600002226,2,0.0
34600002227,2,0.0
34600002228,1,0.0
34600002229,1,0.0
34600002230,1,0.0
34600002232,1,0.0
34600002234,1,0.0
34600002236,1,1.0
34600002237,1,0.0
34600002238,2,0.0
34600002240,1,0.0
34600002241,3,0.0
34600002243,1,0.0
34600002244,2,0.5
34600002245,2,0.0
34600002249,1,0.0
34600002250,1,1.0
34600002252,2,0.5
34600002253,1,0.0
34600002254,1,0.0
34600002255,1,1.0
34600002257,2,0.0
34600002258,1,0.0
34600002259,2,0.0
34600002260,2,0.0
34600002262,1,0.0
34600002263,4,0.5
34600002265,1,0.0
34600002267,2,0.0
34600002268,1,0.0
34600002270,2,0.0
34600002272,3,0.0
34600002273,1,0.0
34600002275,1,0.0
34600002277,2,0.0
34600002279,1,0.0
34600002280,2,0.0
34600002281,1,0.0
34600002284,1,0.0
34600002286,1,0.0
34600002288,2,0.0
34600002290,2,0.0
34600002292,2,0.5
34600002297,1,1.0
34600002298,1,0.0
34600002299,1,0.0
34600002301,2,1.0
34600002302,2,0.0
34600002304,2,0.0
34600002307,1,0.0
34600002310,2,0.0
34600002312,1,0.0
34600002313,2,0.0
34600002314,1,0.0
34600002315,4,0.0
34600002316,2,0.0
34600002317,1,0.0
34600002318,1,0.0
34600002319,1,0.0
34600002320,1,0.0
34600002325,1,0.0
34600002327,2,0.0
34600002328,3,0.0
34600002329,1,0.0
34600002330,1,0.0
34600002332,4,0.0
34600002336,2,0.0
34600002338,2,0.0
34600002339,1,0.0
34600002340,1,0.0
34600002341,2,0.0
34600002342,1,0.0
34600002343,1,1.0
34600002344,2,0.0
34600002345,3,0.3333333333333333
34600002352,2,0.0
34600002357,1,0.0
34600002359,1,0.0
34600002360,3,0.0
34600002362,2,0.0
34600002363,1,0.0
34600002365,2,0.5
34600002366,1,0.0
34600002367,1,0.0
34600002369,2,0.5
34600002370,4,0.0
34600002371,1,0.0
34600002373,2,1.0
34600002374,3,0.0
34600002375,1,0.0
34600002376,1,0.0
34600002378,2,0.0
34600002379,2,0.0
34600002380,1,0.0
34600002381,1,0.0
34600002383,1,1.0
34600002384,3,0.0
34600002385,1,0.0
34600002386,1,0.0
34600002387,8,0.0
34600002388,1,0.0
34600002390,1,0.0
34600002391,1,0.0
34600002392,1,0.0
34600002393,3,0.0
34600002394,2,0.0
34600002395,3,0.3333333333333333
34600002396,1,0.0
34600002397,1,0.0
34600002398,2,0.0
34600002399,1,0.0
34600002401,1,1.0
34600002402,1,0.0
34600002403,1,0.0
34600002404,1,0.0
34600002405,2,0.0
34600002408,1,0.0
34600002410,2,0.0
34600002411,1,0.0
34600002412,1,0.0
34600002413,1,0.0
34600002414,2,0.0
34600002416,1,0.0
34600002417,2,0.0
34600002418,3,0.0
34600002420,1,0.0
34600002421,1,1.0
34600002423,1,0.0
34600002424,2,0.5
34600002426,2,0.0
34600002427,3,0.0
34600002428,1,0.0
34600002429,1,0.0
34600002433,1,0.0
34600002434,2,0.0
34600002436,2,0.0
34600002438,2,0.5
34600002439,2,0.0
34600002440,1,0.0
34600002441,2,0.5
34600002443,1,0.0
34600002444,2,0.0
34600002446,2,0.0
34600002447,1,0.0
34600002448,1,0.0
34600002451,1,0.0
34600002452,4,0.25
34600002453,2,0.0
34600002455,1,0.0
34600002458,4,0.0
34600002459,1,0.0
34600002460,1,0.0
34600002461,3,0.0
34600002462,2,0.0
34600002464,3,0.0
34600002465,2,0.0
34600002466,2,0.0
34600002467,2,0.0
34600002468,1,0.0
34600002471,2,0.5
34600002472,2,0.0
34600002473,1,0.0
34600002477,3,0.3333333333333333
34600002478,2,0.0
34600002479,1,0.0
34600002480,3,0.6666666666666666
34600002481,2,1.0
34600002482,1,0.0
34600002483,1,1.0
34600002485,1,1.0
34600002486,1,0.0
34600002487,1,0.0
34600002488,2,0.0
34600002489,2,0.0
34600002490,4,0.0
34600002492,3,0.0
34600002493,2,0.0
34600002496,1,0.0
34600002498,1,0.0
34600002499,1,0.0
34600002500,1,0.0
34600002501,1,0.0
34600002502,2,0.5
34600002504,1,0.0
34600002505,1,0.0
34600002506,2,0.5
34600002508,1,0.0
34600002509,2,0.0
34600002510,1,0.0
34600002511,2,0.0
34600002512,4,0.25
34600002517,1,0.0
34600002518,1,1.0
34600002519,1,0.0
34600002520,1,0.0
34600002521,2,0.0
34600002522,1,0.0
34600002526,1,0.0
34600002527,1,0.0
34600002528,1,1.0
34600002529,1,0.0
34600002530,3,0.0
34600002531,1,0.0
34600002532,1,0.0
34600002533,1,0.0
34600002534,1,0.0
34600002535,2,0.0
34600002536,2,0.0
34600002537,1,0.0
34600002538,1,0.0
34600002540,3,0.3333333333333333
34600002543,1,0.0
34600002546,1,1.0
34600002547,1,0.0
34600002549,3,0.0
34600002550,3,0.0
34600002553,1,1.0
34600002554,1,1.0
34600002555,3,0.0
34600002556,2,0.0
34600002557,1,0.0
34600002560,4,0.25
34600002562,1,0.0
34600002565,4,0.0
34600002566,1,0.0
34600002567,4,0.0
34600002569,3,0.3333333333333333
34600002570,2,0.0
34600002571,2,0.0
34600002572,1,0.0
34600002574,1,0.0
34600002575,2,0.0
34600002576,1,0.0
34600002577,1,1.0
34600002578,3,0.6666666666666666
34600002579,2,0.0
34600002581,2,0.0
34600002582,2,0.0
34600002584,1,0.0
34600002585,2,0.0
34600002587,4,0.0
34600002590,2,0.5
34600002592,1,0.0
34600002593,3,0.3333333333333333
34600002595,1,0.0
34600002596,4,0.0
34600002597,1,0.0
34600002600,1,0.0
34600002601,1,0.0
34600002602,2,0.0
34600002603,2,0.5
34600002604,2,0.5
34600002605,2,0.0
34600002606,1,0.0
34600002607,1,1.0
34600002608,2,0.0
34600002609,2,0.0
34600002610,3,0.0
34600002612,2,0.5
34600002614,1,0.0
34600002616,2,0.5
34600002617,4,0.0
34600002618,4,0.0
34600002619,1,0.0
34600002620,2,0.0
34600002621,2,0.0
34600002623,2,0.0
34600002624,1,0.0
34600002625,1,0.0
34600002626,1,0.0
34600002627,3,0.0
34600002630,1,1.0
34600002633,2,1.0
34600002634,6,0.16666666666666666
34600002635,2,0.0
34600002636,2,0.0
34600002637,1,0.0
34600002639,1,0.0
34600002640,1,0.0
34600002641,1,0.0
34600002643,3,0.3333333333333333
34600002644,2,0.5
34600002647,1,1.0
34600002648,1,0.0
34600002650,1,0.0
34600002651,1,0.0
34600002652,2,0.0
34600002654,2,0.5
34600002655,1,0.0
34600002656,1,0.0
34600002657,1,0.0
34600002660,1,0.0
34600002661,2,0.5
34600002662,4,0.0
34600002663,2,0.0
34600002664,4,0.5
34600002665,1,0.0
34600002669,1,0.0
34600002671,2,0.0
34600002674,2,0.0
34600002675,1,0.0
34600002677,2,0.5
34600002678,1,0.0
34600002679,1,0.0
34600002680,1,0.0
34600002681,2,0.0
34600002683,1,0.0
34600002684,4,0.0
34600002685,1,0.0
34600002686,1,0.0
34600002687,1,0.0
34600002689,1,1.0
34600002690,2,0.0
34600002692,2,0.0
34600002693,1,1.0
34600002694,1,0.0
34600002695,3,0.0
34600002696,1,0.0
34600002697,2,0.0
34600002699,1,1.0
34600002700,1,0.0
34600002703,2,0.0
34600002704,5,0.2
34600002705,2,0.0
34600002706,2,0.0
34600002707,1,0.0
34600002709,1,0.0
34600002710,1,0.0
34600002711,1,1.0
34600002712,2,0.0
34600002714,3,0.0
34600002715,1,0.0
34600002718,1,0.0
34600002719,1,0.0
34600002722,1,0.0
34600002723,1,0.0
34600002724,2,0.5
34600002725,1,0.0
34600002726,1,0.0
34600002727,1,0.0
34600002729,3,0.0
34600002730,1,0.0
34600002732,1,0.0
34600002733,2,0.0
34600002735,1,0.0
34600002736,1,1.0
34600002739,2,0.0
34600002740,1,0.0
34600002741,1,0.0
34600002744,1,0.0
34600002746,1,1.0
34600002748,1,0.0
34600002749,1,0.0
34600002750,1,0.0
34600002751,2,0.0
34600002752,1,0.0
34600002754,1,0.0
34600002755,2,0.0
34600002760,2,0.5
34600002762,1,0.0
34600002763,1,1.0
34600002765,2,0.0
34600002766,4,0.5
34600002769,1,0.0
34600002770,2,0.0
34600002771,2,0.0
34600002774,2,0.0
34600002776,3,0.0
34600002777,1,1.0
34600002778,4,0.0
34600002781,1,0.0
34600002782,2,0.5
34600002783,3,0.0
34600002786,1,0.0
34600002787,2,0.0
34600002788,1,0.0
34600002790,2,0.0
34600002792,1,0.0
34600002793,1,0.0
34600002794,1,0.0
34600002795,1,0.0
34600002797,2,0.0
34600002798,1,0.0
34600002801,3,0.3333333333333333
34600002802,3,0.0
34600002803,2,0.0
34600002804,1,0.0
34600002805,1,0.0
34600002807,3,0.0
34600002809,1,1.0
34600002810,4,0.0
34600002811,2,0.0
34600002812,2,0.0
34600002813,1,0.0
34600002815,2,0.0
34600002816,2,0.5
34600002817,2,0.0
34600002819,1,0.0
34600002820,2,0.5
34600002824,2,0.0
34600002825,2,0.0
34600002826,1,0.0
34600002828,2,0.5
34600002831,1,1.0
34600002832,4,0.25
34600002833,1,0.0
34600002834,1,0.0
34600002835,1,0.0
34600002837,1,0.0
34600002838,1,0.0
34600002839,1,0.0
34600002840,1,0.0
34600002841,1,0.0
34600002842,5,0.2
34600002848,7,0.14285714285714285
34600002850,1,0.0
34600002851,1,0.0
34600002852,2,0.5
34600002853,1,0.0
34600002854,4,0.0
34600002855,1,0.0
34600002856,1,0.0
34600002857,1,1.0
34600002860,1,0.0
34600002862,1,0.0
34600002863,1,0.0
34600002864,1,0.0
34600002865,1,0.0
34600002866,1,1.0
34600002867,2,0.5
34600002868,1,0.0
34600002871,2,0.0
34600002873,1,0.0
34600002875,4,0.5
34600002876,1,0.0
34600002877,2,0.5
34600002878,6,0.16666666666666666
34600002879,4,0.25
34600002881,3,0.3333333333333333
34600002882,2,0.5
34600002883,3,0.0
34600002884,4,0.0
34600002885,1,0.0
34600002886,1,1.0
34600002888,1,1.0
34600002889,1,0.0
34600002891,1,0.0
34600002895,2,0.0
34600002897,2,0.0
34600002899,1,0.0
34600002900,2,0.0
34600002901,1,1.0
34600002902,2,0.5
34600002903,1,0.0
34600002904,1,0.0
34600002905,3,0.0
34600002906,2,0.5
34600002907,3,0.0
34600002908,2,0.0
34600002909,1,0.0
34600002910,1,0.0
34600002914,1,0.0
34600002915,1,0.0
34600002916,2,0.0
34600002917,2,0.0
34600002919,1,0.0
34600002920,1,0.0
34600002921,2,0.0
34600002923,1,0.0
34600002924,3,0.3333333333333333
34600002925,1,0.0
34600002926,1,0.0
34600002927,2,0.0
34600002929,1,0.0
34600002930,3,0.6666666666666666
34600002932,1,0.0
34600002934,2,0.0
34600002935,3,0.0
34600002937,1,0.0
34600002938,3,0.3333333333333333
34600002940,2,0.5
34600002941,3,0.0
34600002942,1,0.0
34600002943,2,0.0
34600002944,2,0.0
34600002945,1,0.0
34600002946,3,0.0
34600002947,1,0.0
34600002949,1,0.0
34600002950,1,0.0
34600002951,4,0.0
34600002952,2,0.0
34600002953,3,0.0
34600002955,2,0.0
34600002956,1,0.0
34600002957,1,0.0
34600002962,2,0.0
34600002963,1,1.0
34600002964,1,0.0
34600002966,2,0.5
34600002967,3,0.3333333333333333
34600002971,2,0.0
34600002972,2,0.0
34600002973,1,0.0
34600002975,2,0.0
34600002977,1,0.0
34600002978,1,0.0
34600002979,2,0.5
34600002980,1,0.0
34600002981,3,0.0
34600002983,2,0.0
34600002984,1,0.0
34600002987,4,0.0
34600002988,1,0.0
34600002989,3,0.0
34600002991,1,0.0
34600002992,1,0.0
34600002993,1,0.0
34600002994,1,0.0
34600002996,2,0.0
34600002998,1,0.0
34600002999,1,1.0
34600003000,1,0.0
34600003001,1,0.0
34600003002,3,0.3333333333333333
34600003004,2,0.0
34600003005,3,0.3333333333333333
34600003008,1,0.0
34600003010,1,0.0
34600003011,1,0.0
34600003013,3,0.0
34600003016,1,0.0
34600003017,2,0.0
34600003018,1,0.0
34600003019,4,0.0
34600003020,1,0.0
34600003023,1,0.0
34600003029,4,0.0
34600003032,4,0.0
34600003034,3,0.3333333333333333
34600003037,1,0.0
34600003038,1,0.0
34600003039,3,0.0
34600003040,1,0.0
34600003042,1,0.0
34600003044,1,0.0
34600003045,2,0.0
34600003046,1,0.0
34600003049,2,0.0
34600003051,2,0.0
34600003052,2,0.5
34600003053,1,0.0
34600003055,3,0.0
34600003056,1,0.0
34600003058,1,0.0
34600003060,1,1.0
34600003061,1,0.0
34600003062,1,0.0
34600003063,1,1.0
34600003064,2,0.0
34600003066,2,0.0
34600003067,2,0.0
34600003068,2,0.0
34600003070,1,0.0
34600003073,1,1.0
34600003074,2,0.0
34600003075,2,0.0
34600003077,2,0.0
34600003079,1,0.0
34600003080,3,0.3333333333333333
34600003081,1,0.0
34600003082,1,0.0
34600003083,2,0.5
34600003084,1,0.0
34600003085,3,0.0
34600003086,2,0.5
34600003087,3,0.0
34600003089,1,0.0
34600003096,2,0.0
34600003097,1,0.0
34600003098,1,0.0
34600003099,2,0.0
34600003100,3,0.0
34600003102,2,0.0
34600003103,2,0.0
34600003104,1,0.0
34600003105,2,0.5
34600003109,1,0.0
34600003110,5,0.0
34600003112,2,0.5
34600003113,1,0.0
34600003114,2,0.5
34600003116,1,1.0
34600003118,2,0.0
34600003119,5,0.0
34600003120,3,0.0
34600003122,3,0.3333333333333333
34600003123,1,1.0
34600003125,1,0.0
34600003126,1,0.0
34600003127,4,0.0
34600003128,1,0.0
34600003129,3,0.0
34600003130,1,0.0
34600003131,1,0.0
34600003132,1,0.0
34600003133,3,0.3333333333333333
34600003134,1,0.0
34600003135,1,1.0
34600003136,1,0.0
34600003137,1,0.0
34600003139,3,0.0
34600003141,1,0.0
34600003142,1,0.0
34600003143,1,0.0
34600003144,2,0.0
34600003146,1,0.0
34600003147,2,0.5
34600003148,3,0.0
34600003149,3,0.0
34600003150,1,0.0
34600003151,1,0.0
34600003152,1,0.0
34600003154,1,0.0
34600003156,1,0.0
34600003158,1,0.0
34600003159,2,0.5
34600003164,2,0.0
34600003165,1,0.0
34600003166,2,0.5
34600003167,1,0.0
34600003168,2,0.0
34600003169,1,0.0
34600003171,4,0.25
34600003172,5,0.0
34600003174,1,0.0
34600003175,1,1.0
34600003176,2,0.0
34600003177,1,0.0
34600003178,1,0.0
34600003179,1,0.0
34600003180,1,0.0
34600003182,1,0.0
34600003183,2,0.0
34600003184,3,0.6666666666666666
34600003185,1,0.0
34600003188,2,0.0
34600003191,3,0.3333333333333333
34600003192,1,0.0
34600003193,1,0.0
34600003194,2,0.5
34600003195,1,0.0
34600003196,4,0.0
34600003197,2,0.0
34600003198,1,0.0
34600003200,2,0.0
34600003202,1,0.0
34600003203,2,0.0
34600003204,2,0.0
34600003205,2,0.0
34600003207,3,0.6666666666666666
34600003208,1,0.0
34600003209,1,0.0
34600003210,3,0.0
34600003211,1,0.0
34600003213,2,0.0
34600003214,3,0.0
34600003215,1,0.0
34600003217,2,0.0
34600003218,1,0.0
34600003219,1,0.0
34600003220,1,0.0
34600003221,1,0.0
34600003222,1,0.0
34600003224,1,0.0
34600003225,2,0.5
34600003226,1,0.0
34600003227,1,0.0
34600003228,1,0.0
34600003230,1,0.0
34600003232,4,0.75
34600003233,2,0.0
34600003235,1,0.0
34600003236,1,0.0
34600003237,3,0.0
34600003239,2,0.0
34600003241,3,0.0
34600003244,2,0.0
34600003245,1,1.0
34600003246,1,0.0
34600003247,1,0.0
34600003248,3,0.0
34600003249,4,0.5
34600003251,2,0.0
34600003252,2,0.0
34600003254,1,0.0
34600003257,3,0.0
34600003259,2,0.0
34600003260,4,0.0
34600003262,2,0.0
34600003263,1,0.0
34600003265,3,0.0
34600003266,3,0.0
34600003267,1,0.0
34600003268,1,0.0
34600003271,1,0.0
34600003272,3,0.3333333333333333
34600003275,2,0.5
34600003276,1,0.0
34600003277,2,0.5
34600003278,7,0.14285714285714285
34600003279,1,0.0
34600003280,3,0.0
34600003281,2,0.0
34600003282,1,0.0
34600003287,1,0.0
34600003288,1,0.0
34600003289,2,0.0
34600003290,4,0.0
34600003291,1,0.0
34600003292,1,0.0
34600003293,1,0.0
34600003294,2,0.0
34600003295,1,0.0
34600003297,2,0.5
34600003298,5,0.6
34600003302,1,0.0
34600003303,1,0.0
34600003304,1,0.0
34600003305,1,0.0
34600003306,1,0.0
34600003307,1,0.0
34600003308,1,0.0
34600003309,1,0.0
34600003310,3,0.0
34600003311,1,0.0
34600003313,1,0.0
34600003314,2,0.0
34600003315,2,1.0
34600003316,3,0.3333333333333333
34600003318,1,0.0
34600003319,1,1.0
34600003320,2,0.0
34600003321,1,0.0
34600003322,1,0.0
34600003323,1,0.0
34600003324,3,0.0
34600003325,1,0.0
34600003329,2,0.0
34600003330,1,0.0
34600003331,2,0.0
34600003332,1,0.0
34600003333,1,0.0
34600003334,1,0.0
34600003335,2,0.0
34600003337,1,0.0
34600003338,2,0.5
34600003341,4,0.0
34600003342,1,0.0
34600003344,1,1.0
34600003347,1,0.0
34600003348,1,0.0
34600003349,2,0.5
34600003350,1,0.0
34600003353,1,0.0
34600003354,1,1.0
34600003355,1,0.0
34600003356,2,0.0
34600003357,5,0.0
34600003360,3,0.3333333333333333
34600003362,3,0.6666666666666666
34600003363,3,0.0
34600003364,2,0.0
34600003365,1,0.0
34600003367,2,0.0
34600003368,3,0.6666666666666666
34600003370,2,0.0
34600003371,1,0.0
34600003372,1,0.0
34600003374,2,0.0
34600003377,3,0.0
34600003378,1,0.0
34600003379,1,0.0
34600003380,1,0.0
34600003381,2,0.0
34600003382,3,0.0
34600003384,2,0.0
34600003389,1,0.0
34600003391,2,1.0
34600003392,3,0.0
34600003394,1,0.0
34600003395,1,0.0
34600003396,2,0.5
34600003397,1,0.0
34600003399,1,0.0
34600003400,1,0.0
34600003401,2,0.0
34600003402,1,0.0
34600003404,2,0.0
34600003405,2,0.0
34600003406,1,0.0
34600003409,3,0.0
34600003412,1,0.0
34600003413,2,0.0
34600003414,1,0.0
34600003415,2,0.0
34600003416,2,0.0
34600003417,1,1.0
34600003418,6,0.3333333333333333
34600003422,1,0.0
34600003424,1,0.0
34600003425,4,0.25
34600003426,1,0.0
34600003427,2,0.0
34600003428,2,0.0
34600003429,2,0.0
34600003430,1,0.0
34600003432,1,0.0
34600003434,2,0.0
34600003435,1,0.0
34600003437,1,0.0
34600003438,2,0.0
34600003439,2,0.0
34600003440,2,0.0
34600003441,2,0.0
34600003442,1,0.0
34600003443,1,0.0
34600003446,2,0.0
34600003447,2,0.0
34600003448,1,0.0
34600003449,1,0.0
34600003450,2,0.5
34600003451,3,0.0
34600003453,2,0.0
34600003454,1,0.0
34600003455,1,0.0
34600003458,1,0.0
34600003459,2,0.0
34600003460,5,0.0
34600003463,6,0.16666666666666666
34600003464,1,0.0
34600003465,1,1.0
34600003467,1,0.0
34600003468,1,0.0
34600003469,1,0.0
34600003471,1,1.0
34600003472,1,0.0
34600003475,2,0.0
34600003476,1,0.0
34600003477,1,0.0
34600003478,1,0.0
34600003479,1,0.0
34600003480,1,0.0
34600003481,2,0.5
34600003482,2,0.5
34600003484,1,0.0
34600003485,2,0.5
34600003486,2,0.0
34600003488,3,0.3333333333333333
34600003489,1,0.0
34600003490,3,0.3333333333333333
34600003493,1,0.0
34600003494,4,0.0
34600003495,1,0.0
34600003496,1,0.0
34600003498,1,0.0
34600003499,1,0.0
34600003500,1,0.0
34600003503,1,0.0
34600003504,1,0.0
34600003505,2,1.0
34600003506,3,0.0
34600003508,1,0.0
34600003509,1,0.0
34600003511,1,0.0
34600003512,1,0.0
34600003513,2,0.0
34600003514,1,0.0
34600003516,3,0.0
34600003517,3,0.0
34600003519,2,0.5
34600003520,1,0.0
34600003522,2,0.0
34600003523,3,0.3333333333333333
34600003524,2,0.5
34600003526,2,0.5
34600003527,2,0.0
34600003528,2,0.0
34600003529,2,0.0
34600003530,1,0.0
34600003531,1,0.0
34600003532,2,0.0
34600003533,3,0.0
34600003535,4,0.5
34600003537,2,0.5
34600003538,1,0.0
34600003539,2,0.5
34600003540,2,0.0
34600003543,3,1.0
34600003544,1,0.0
34600003545,2,0.0
34600003546,1,0.0
34600003548,1,1.0
34600003549,1,0.0
34600003551,3,0.3333333333333333
34600003552,2,0.0
34600003553,1,1.0
34600003554,3,0.0
34600003556,4,0.75
34600003557,3,0.0
34600003558,3,0.0
34600003559,2,0.0
34600003561,1,0.0
34600003563,1,0.0
34600003566,1,0.0
34600003568,1,0.0
34600003569,1,0.0
34600003570,1,0.0
34600003572,3,0.0
34600003573,4,0.25
34600003574,1,0.0
34600003575,1,1.0
34600003577,1,0.0
34600003578,1,1.0
34600003579,2,0.0
34600003580,1,0.0
34600003584,1,0.0
34600003585,3,0.3333333333333333
34600003586,1,1.0
34600003587,3,0.3333333333333333
34600003588,3,0.0
34600003589,1,0.0
34600003590,3,0.0
34600003591,3,0.0
34600003592,4,0.25
34600003596,1,1.0
34600003599,1,0.0
34600003600,1,0.0
34600003601,1,0.0
34600003602,2,0.0
34600003603,2,0.0
34600003604,2,0.0
34600003605,1,0.0
34600003607,2,0.0
34600003608,1,0.0
34600003609,2,0.0
34600003611,1,0.0
34600003612,1,0.0
34600003613,2,0.5
34600003614,2,0.0
34600003615,1,1.0
34600003617,3,0.3333333333333333
34600003618,1,0.0
34600003619,2,0.5
34600003622,2,0.0
34600003625,2,0.0
34600003629,2,0.0
34600003630,1,0.0
34600003631,2,0.0
34600003632,2,0.0
34600003633,1,1.0
34600003634,1,0.0
34600003635,4,0.0
34600003636,1,0.0
34600003637,2,0.0
34600003639,2,0.0
34600003640,3,0.3333333333333333
34600003642,1,0.0
34600003643,2,0.0
34600003644,1,0.0
34600003645,1,0.0
34600003647,2,0.0
34600003649,1,0.0
34600003650,1,0.0
34600003652,2,0.0
34600003653,2,0.0
34600003655,1,0.0
34600003657,1,0.0
34600003658,3,0.0
34600003660,3,0.0
34600003662,1,0.0
34600003663,1,0.0
34600003664,1,0.0
34600003668,1,0.0
34600003669,1,0.0
34600003670,1,0.0
34600003672,1,0.0
34600003673,1,0.0
34600003674,2,0.0
